,id,name,hind_name,wikipedia_links
1171,60106,Bajra Roti , ,https://en.wikipedia.org/wiki/Bajra roti 
1172,60107,Gatte Ka Pulao , ,https://en.wikipedia.org/wiki/Gatte ka pulao 
1173,60108,Shrikhand , ,https://en.wikipedia.org/wiki/Shrikhand 
1174,60127,Colorful Capsicum , ,https://en.wikipedia.org/wiki/Colorful capsicum 
1175,60360,Plums , ,https://en.wikipedia.org/wiki/Plums 
1176,60384,Plum , ,https://en.wikipedia.org/wiki/Plum 
1177,60389,Ginger Ale Squash , ,https://en.wikipedia.org/wiki/Ginger ale squash 
1178,60399,Plum Jam , ,https://en.wikipedia.org/wiki/Plum jam 
1179,60620,Drinking Coconut , ,https://en.wikipedia.org/wiki/Drinking coconut 
1180,60929,Vegetarian Oyster Sauce , ,https://en.wikipedia.org/wiki/Vegetarian oyster sauce 
1181,61446,Zucchini Thin , ,https://en.wikipedia.org/wiki/Zucchini thin 
1182,61447,Tomato Thin , ,https://en.wikipedia.org/wiki/Tomato thin 
1183,61513,Peanut Chutney , ,https://en.wikipedia.org/wiki/Peanut chutney 
1184,61545,Laadi Pav , ,https://en.wikipedia.org/wiki/Laadi pav 
1185,61559,Harissa Sauce , ,https://en.wikipedia.org/wiki/Harissa sauce 
1186,61899,Kachri , ,https://en.wikipedia.org/wiki/Kachri 
1187,62284,Kerala Papadum , ,https://en.wikipedia.org/wiki/Kerala papadum 
1188,62501,Bhakarwadi , ,https://en.wikipedia.org/wiki/Bhakarwadi 
1189,62639,Butter Biscuit , ,https://en.wikipedia.org/wiki/Butter biscuit 
1190,62648,Honeydew Melon Purée ,Kharbooja,https://en.wikipedia.org/wiki/Honeydew melon purée 
1191,62946,Coriander Onion Chutney , ,https://en.wikipedia.org/wiki/Coriander onion chutney 
1192,62966,Rose Sherbet , ,https://en.wikipedia.org/wiki/Rose sherbet 
1193,63073,Hide Seek Chocolate Biscuits , ,https://en.wikipedia.org/wiki/Hide seek chocolate biscuits 
1194,63086,Wheat Pizza Base , ,https://en.wikipedia.org/wiki/Wheat pizza base 
1195,63211,Kabuli Channa , ,https://en.wikipedia.org/wiki/Kabuli channa 
1196,63224,Beet Cheese Sauce , ,https://en.wikipedia.org/wiki/Beet cheese sauce 
1197,63525,Lehsun Chutney , ,https://en.wikipedia.org/wiki/Lehsun chutney 
1198,63832,Samo Khichdi , ,https://en.wikipedia.org/wiki/Samo khichdi 
1199,64122,Tomato Corn Chutney , ,https://en.wikipedia.org/wiki/Tomato corn chutney 
1200,64152,Coriander- Cumin , ,https://en.wikipedia.org/wiki/Coriander- cumin 
1201,64182,Garlic-Ginger-Green Chilli , ,https://en.wikipedia.org/wiki/Garlic-ginger-green chilli 
1202,64444,Sugar Rite , ,https://en.wikipedia.org/wiki/Sugar rite 
1203,64557,Buffalo’S Milk , ,https://en.wikipedia.org/wiki/Buffalo’s milk 
1204,64564,Rasgulla Logs , ,https://en.wikipedia.org/wiki/Rasgulla logs 
1205,65057,Radish Julliennes , ,https://en.wikipedia.org/wiki/Radish julliennes 
1206,65065,Grenadine , ,https://en.wikipedia.org/wiki/Grenadine 
1207,65067,Apple Fans , ,https://en.wikipedia.org/wiki/Apple fans 
1208,65133,Peppercorn , ,https://en.wikipedia.org/wiki/Peppercorn 
1209,65135,Kashmiri Chilles , ,https://en.wikipedia.org/wiki/Kashmiri chilles 
1210,65775,Ricotta Cheese , ,https://en.wikipedia.org/wiki/Ricotta cheese 
1211,65830,Bread Toasts , ,https://en.wikipedia.org/wiki/Bread toasts 
1212,66072,Garlic Pod ,Lehsun,https://en.wikipedia.org/wiki/Garlic pod 
1213,66142,Squash , ,https://en.wikipedia.org/wiki/Squash 
1214,66232,Wafer Biscuits , ,https://en.wikipedia.org/wiki/Wafer biscuits 
1215,66235,Popcorn , ,https://en.wikipedia.org/wiki/Popcorn 
1216,66311,Rose Sherbat , ,https://en.wikipedia.org/wiki/Rose sherbat 
1217,66366,Wheat Chapati , ,https://en.wikipedia.org/wiki/Wheat chapati 
1218,66499,Nylon Sago ,Sabudana,https://en.wikipedia.org/wiki/Nylon sago 
1219,66732,Khatta Bhaji , ,https://en.wikipedia.org/wiki/Khatta bhaji 
1220,67053,Rajgira Kadhi , ,https://en.wikipedia.org/wiki/Rajgira kadhi 
1221,67229,Sprinklers , ,https://en.wikipedia.org/wiki/Sprinklers 
1222,67246,Goa Port Wine , ,https://en.wikipedia.org/wiki/Goa port wine 
1223,67303,Makai Roti , ,https://en.wikipedia.org/wiki/Makai roti 
1224,67324,Gatte Subzi , ,https://en.wikipedia.org/wiki/Gatte subzi 
1225,67924,Kadala Curry , ,https://en.wikipedia.org/wiki/Kadala curry 
1226,68229,Ginger Patse , ,https://en.wikipedia.org/wiki/Ginger patse 
1227,68375,Rabadi , ,https://en.wikipedia.org/wiki/Rabadi 
1228,68439,Turnips ,Shalgam,https://en.wikipedia.org/wiki/Turnips 
1229,68591,Ginger-Ale , ,https://en.wikipedia.org/wiki/Ginger-ale 
1230,68594,Shortbread Biscuits , ,https://en.wikipedia.org/wiki/Shortbread biscuits 
1231,68595,Vanilla Butter Cream , ,https://en.wikipedia.org/wiki/Vanilla butter cream 
1232,68596,Pink Food , ,https://en.wikipedia.org/wiki/Pink food 
1233,68844,Carrots Thin , ,https://en.wikipedia.org/wiki/Carrots thin 
1234,68875,Lemongrass Stem , ,https://en.wikipedia.org/wiki/Lemongrass stem 
1235,68884,Waterchestnut Flour , ,https://en.wikipedia.org/wiki/Waterchestnut flour 
1236,69136,Soba Noodles , ,https://en.wikipedia.org/wiki/Soba noodles 
1237,69148,Bird’S Eye Chilli , ,https://en.wikipedia.org/wiki/Bird’s eye chilli 
1238,70106,Garlics , ,https://en.wikipedia.org/wiki/Garlics 
1239,70121,Tomato Cream Sauce , ,https://en.wikipedia.org/wiki/Tomato cream sauce 
1240,70725,Mexican Tomato Sauce , ,https://en.wikipedia.org/wiki/Mexican tomato sauce 
1241,70798,Masala Fries , ,https://en.wikipedia.org/wiki/Masala fries 
1242,71405,Surti Bananas , ,https://en.wikipedia.org/wiki/Surti bananas 
1243,71426,Pretzel , ,https://en.wikipedia.org/wiki/Pretzel 
1244,71905,Wholemeal Pizza Base , ,https://en.wikipedia.org/wiki/Wholemeal pizza base 
1245,72083,Tomato Chunks , ,https://en.wikipedia.org/wiki/Tomato chunks 
1246,72151,Lasagna , ,https://en.wikipedia.org/wiki/Lasagna 
1247,72382,Garlic -Tomato Chutney , ,https://en.wikipedia.org/wiki/Garlic -tomato chutney 
1248,72782,Kashmiri Chillie , ,https://en.wikipedia.org/wiki/Kashmiri chillie 
1249,73080,Misal Masala , ,https://en.wikipedia.org/wiki/Misal masala 
1250,73380,Schezuan Peppercorns ,Tirphal,https://en.wikipedia.org/wiki/Schezuan peppercorns 
1251,73613,Knol Khol ,Navalkol,https://en.wikipedia.org/wiki/Knol khol 
1252,73829,Chocolate Glace , ,https://en.wikipedia.org/wiki/Chocolate glace 
1253,73843,Soufflés , ,https://en.wikipedia.org/wiki/Soufflés 
1254,73844,Cakes , ,https://en.wikipedia.org/wiki/Cakes 
1255,73845,Puddings , ,https://en.wikipedia.org/wiki/Puddings 
1256,73846,Ice-Creams , ,https://en.wikipedia.org/wiki/Ice-creams 
1257,73847,Sundaes , ,https://en.wikipedia.org/wiki/Sundaes 
1258,73881,Nutties , ,https://en.wikipedia.org/wiki/Nutties 
1259,73884,Butter-Paper Piping Bag , ,https://en.wikipedia.org/wiki/Butter-paper piping bag 
1260,73913,Strawberry Crystals , ,https://en.wikipedia.org/wiki/Strawberry crystals 
1261,73915,Strawberries Purée , ,https://en.wikipedia.org/wiki/Strawberries purée 
1262,74003,Rasmalais , ,https://en.wikipedia.org/wiki/Rasmalais 
1263,74077,Soda Bi-Carbonate , ,https://en.wikipedia.org/wiki/Soda bi-carbonate 
1264,74083,Strawberries Hulled , ,https://en.wikipedia.org/wiki/Strawberries hulled 
1265,74766,Rolls , ,https://en.wikipedia.org/wiki/Rolls 
1266,74819,Bitter Gourds ,Karela,https://en.wikipedia.org/wiki/Bitter gourds 
1267,75520,Dahiwali Phudina Chutney , ,https://en.wikipedia.org/wiki/Dahiwali phudina chutney 
1268,75664,Zucchinis , ,https://en.wikipedia.org/wiki/Zucchinis 
1269,76056,Skim Milk , ,https://en.wikipedia.org/wiki/Skim milk 
1270,76445,Brown Vinegar , ,https://en.wikipedia.org/wiki/Brown vinegar 
1271,77015,Vanilla Butter , ,https://en.wikipedia.org/wiki/Vanilla butter 
1272,77019,Lemon Butter Cream , ,https://en.wikipedia.org/wiki/Lemon butter cream 
1273,77375,Palak Methi Muthias , ,https://en.wikipedia.org/wiki/Palak methi muthias 
1274,78245,Polenta Base , ,https://en.wikipedia.org/wiki/Polenta base 
1275,78276,Thai Curry , ,https://en.wikipedia.org/wiki/Thai curry 
1276,78548,Rumali Rotis , ,https://en.wikipedia.org/wiki/Rumali rotis 
1277,78881,Thandai , ,https://en.wikipedia.org/wiki/Thandai 
1278,78954,Chana Dal Flour , ,https://en.wikipedia.org/wiki/Chana dal flour 
1279,79038,Potato Snack , ,https://en.wikipedia.org/wiki/Potato snack 
1280,79076,Cocktail Onions , ,https://en.wikipedia.org/wiki/Cocktail onions 
1281,79077,Pickled Capsicum , ,https://en.wikipedia.org/wiki/Pickled capsicum 
1282,79336,Marsala , ,https://en.wikipedia.org/wiki/Marsala 
1283,79357,Marsala Wine , ,https://en.wikipedia.org/wiki/Marsala wine 
1284,79497,Herb Cheese , ,https://en.wikipedia.org/wiki/Herb cheese 
1285,79547,Soyabean , ,https://en.wikipedia.org/wiki/Soyabean 
1286,79548,Epsom Salts , ,https://en.wikipedia.org/wiki/Epsom salts 
1287,79630,Chili Coriander Rice , ,https://en.wikipedia.org/wiki/Chili coriander rice 
1288,79647,Ladies ,Bhindi,https://en.wikipedia.org/wiki/Ladies 
1289,79819,Marjoram , ,https://en.wikipedia.org/wiki/Marjoram 
1290,80011,Rasam , ,https://en.wikipedia.org/wiki/Rasam 
1291,80026,Sodium Benzoit , ,https://en.wikipedia.org/wiki/Sodium benzoit 
1292,80317,Olive Pesto , ,https://en.wikipedia.org/wiki/Olive pesto 
1293,80380,Rasawala Bateta Nu Shaak , ,https://en.wikipedia.org/wiki/Rasawala bateta nu shaak 
1294,80396,Arhar Dal ,Toovar,https://en.wikipedia.org/wiki/Arhar dal 
1295,80436,Tomatoes Basil Pesto , ,https://en.wikipedia.org/wiki/Tomatoes basil pesto 
1296,80576,Bhakhri , ,https://en.wikipedia.org/wiki/Bhakhri 
1297,80856,Paatra , ,https://en.wikipedia.org/wiki/Paatra 
1298,80860,Soda Bi- Carb , ,https://en.wikipedia.org/wiki/Soda bi- carb 
1299,80861,Coconut-Coriander Masala , ,https://en.wikipedia.org/wiki/Coconut-coriander masala 
1300,81358,Palak , ,https://en.wikipedia.org/wiki/Palak 
1301,81446,China Grass , ,https://en.wikipedia.org/wiki/China grass 
1302,81556,Komal , ,https://en.wikipedia.org/wiki/Komal 
1303,81754,Frankie Masala , ,https://en.wikipedia.org/wiki/Frankie masala 
1304,81786,Manchurian , ,https://en.wikipedia.org/wiki/Manchurian 
1305,82438,Yeast Marmite , ,https://en.wikipedia.org/wiki/Yeast marmite 
1306,83050,Corn Sambhar , ,https://en.wikipedia.org/wiki/Corn sambhar 
1307,83089,Kadai , ,https://en.wikipedia.org/wiki/Kadai 
1308,83162,Kolhapuri , ,https://en.wikipedia.org/wiki/Kolhapuri 
1309,84009,Bread Toast , ,https://en.wikipedia.org/wiki/Bread toast 
1310,84236,Lemon Leaf , ,https://en.wikipedia.org/wiki/Lemon leaf 
1311,84485,Leeks , ,https://en.wikipedia.org/wiki/Leeks 
1312,84526,Carrot Jullienes , ,https://en.wikipedia.org/wiki/Carrot jullienes 
1313,84529,Shitake Mushroom , ,https://en.wikipedia.org/wiki/Shitake mushroom 
1314,84551,Celery Salt , ,https://en.wikipedia.org/wiki/Celery salt 
1315,84722,Cream Crackers Biscuits , ,https://en.wikipedia.org/wiki/Cream crackers biscuits 
1316,84806,Water Chestnut , ,https://en.wikipedia.org/wiki/Water chestnut 
1317,84982,Whey , ,https://en.wikipedia.org/wiki/Whey 
1318,85062,Cherry Liquor , ,https://en.wikipedia.org/wiki/Cherry liquor 
1319,85494,Garlic Tomato Chutney , ,https://en.wikipedia.org/wiki/Garlic tomato chutney 
1320,85894,Ice Cream , ,https://en.wikipedia.org/wiki/Ice cream 
1321,86205,Chawal Bhakri , ,https://en.wikipedia.org/wiki/Chawal bhakri 
