,recipe_id,ingredient_id,quantity,unit
1877,174,17, , 
1878,174,154,8 to 10, 
1879,175,28,1 1/2,cups
1880,175,17, 1/4,tsp
1881,175,461, 1/2,cup
1882,176,77,2,cups
1883,176,462, 1/2,cup
1884,176,461,2,cups
1885,176,22,2,tsp
1886,176,17, , 
1887,176,463, 1/2,tsp
1888,176,94, , 
1889,176,464, , 
1890,177,465,1,cup
1891,177,466, 1/2,cup
1892,177,467,1,cup
1893,177,468,4,tsp
1894,177,8, 1/4,tsp
1895,177,93,4,tbsp
1896,177,26,2,tbsp
1897,177,17, , 
1898,178,77,2,cups
1899,178,469, 1/2,cup
1900,178,463, 1/2,tsp
1901,178,22,2, 
1902,178,76, , 
1903,178,470,1,cup
1904,178,17, , 
1905,178,22,2,tsp
1906,178,26, , 
1907,178,471, , 
1908,179,77,2,cups
1909,179,93,2,cups
1910,179,17, , 
1911,179,201, 1/4,tsp
1912,179,62,1,tbsp
1913,179,26, , 
1914,179,471, , 
1915,180,472,1,cup
1916,180,191, 1/4,cup
1917,180,473, 1/4,cup
1918,180,169, 1/2,tsp
1919,180,474,1,tsp
1920,180,35, 1/4,cup
1921,180,17, , 
1922,181,475,1,cup
1923,181,22,2,tbsp
1924,181,161,1,tsp
1925,181,166, 1/4,cup
1926,181,35, 1/4,cup
1927,181,22,1,tbsp
1928,181,100, 1/4,tsp
1929,182,475, 1/2,cup
1930,182,476, 1/4,cup
1931,182,477, 1/2,cup
1932,182,478,2,tbsp
1933,182,168, 1/2,cup
1934,182,167, 1/4,tsp
1935,182,429,2,tsp
1936,183,160, 1/2,cup
1937,183,479, 1/2,cup
1938,183,76, 1/2,cup
1939,183,62,3,tbsp
1940,183,184,1 1/2,tsp
1941,183,201, 1/2,tsp
1942,183,26,1,tbsp
1943,183,265,2,tsp
1944,183,108,1,cup
1945,183,17, 1/4,tsp
1946,183,265,4 1/2,tsp
1947,183,169, , 
1948,184,475, 1/4,cup
1949,184,480,2,tbsp
1950,184,312, 1/4,cup
1951,184,26,1,tsp
1952,184,40,1,tbsp
1953,185,109,2,tsp
1954,185,481,4, 
1955,185,482, 1/2,cup
1956,185,483,4,tbsp
1957,185,96,4,tbsp
1958,186,475,2,cups
1959,186,484,8, 
1960,186,54, 3/4,cup
1961,186,37, 1/2,cup
1962,187,485,2,cups
1963,187,443,2,cups
1964,187,161,1,tsp
1965,187,62,2,tbsp
1966,187,37,8, 
1967,188,472, 1/2,cup
1968,188,448,1,cup
1969,188,256, 1/2,cup
1970,188,96, 1/4,cup
1971,188,486, 1/4,cup
1972,188,239, 1/2,cup
1973,188,443, 1/4,cup
1974,188,161,1,tsp
1975,188,17, , 
1976,188,487, 1/2,cup
1977,188,488, 1/2,tsp
1978,188,47, 1/4,cup
1979,188,17, , 
1980,189,472,1 1/2,cups
1981,189,489, 1/2,cup
1982,189,425,3,cups
1983,189,490,2,tbsp
1984,189,169, 1/2,tbsp
1985,190,472,2,cups
1986,190,22,2,tbsp
1987,190,161, 1/2,tbsp
1988,190,491, 1/4,cup
1989,190,492,3,cups
1990,190,493,2,cups
1991,191,494,2,cups
1992,191,490,2,tbsp
1993,191,108,1 1/2,cups
1994,191,246,2,tbsp
1995,191,495,4, 
1996,191,496, 1/2,cup
1997,191,104, 1/2,tsp
1998,191,167, 1/2,tsp
1999,192,497,4, 
2000,192,161,1,tsp
2001,192,22,7,tsp
2002,192,228, 1/4,tsp
2003,192,498, , 
2004,193,499, 1/4,cup
2005,193,429,2,tbsp
2006,193,425,1 1/2,cups
2007,193,489,1 1/2,tbsp
2008,193,22,1,tbsp
2009,194,472,3, 
2010,194,500,3, 
2011,194,501,3, 
2012,195,147,2,cups
2013,195,485,1 1/4,cups
2014,195,52, 1/2,tsp
2015,195,37,4, 
2016,196,472,8, 
2017,196,500,4, 
2018,196,502,2, 
2019,196,169, 1/2,tbsp
2020,197,475,2,cups
2021,197,503,1 1/2,cups
2022,197,504, 1/2,cup
2023,197,39, 1/4,tsp
2024,197,47,1 1/2,tbsp
2025,197,17, , 
2026,198,475, 1/4,cup
2027,198,194, 1/4,tsp
2028,198,489, 1/2,cup
2029,198,188,1,cup
2030,198,505,1 1/2,tbsp
2031,198,429,1,tbsp
2032,199,160,2,cups
2033,199,22,4,tbsp
2034,199,104,1,tsp
2035,199,108,2,cups
2036,199,22, 1/2,cup
2037,199,434,1,cup
2038,199,107,1,cup
2039,200,506,2,cups
2040,200,507,1,cup
2041,200,508,1,tbsp
2042,200,246,1,tsp
2043,200,509,2,tsp
2044,200,427,2,tsp
2045,200,177, , 
2046,200,100,3 to 4, 
2047,200,497, , 
2048,201,472,8, 
2049,201,177,2, 
2050,202,475,1 1/2,cups
2051,202,22,2,tbsp
2052,202,108,2,cups
2053,202,104,1,tsp
2054,202,24, , 
2055,203,160,1 1/4,cups
2056,203,104, 1/4,tsp
2057,203,115,1,cup
2058,203,201, 1/2,tsp
2059,203,17, , 
2060,203,22, 1/2,cup
2061,203,167, 1/2,tsp
2062,203,265,3,tbsp
2063,203,139, 1/2,tbsp
2064,203,104, , 
2065,204,475,1 1/2,cups
2066,204,177,1, 
2067,204,285,1,cup
2068,204,489, 1/4,cup
2069,204,169,1 1/2,tsp
2070,204,167, 1/4,tsp
2071,205,472,3,cups
2072,205,177, 1/2,tsp
2073,205,510,1,cup
2074,205,425,2,cups
2075,205,427, 1/2,tsp
2076,206,160,3, 
2077,206,427, , 
2078,206,510,1,cup
2079,206,425,2,cups
2080,206,177, 1/2,tsp
2081,206,37, , 
2082,207,507,2,cups
2083,207,76,1,cup
2084,207,496, 3/4,cup
2085,207,109, 1/4,cup
2086,207,17, , 
2087,207,511, 1/2,tsp
2088,207,104, 1/2,tsp
2089,207,490, 1/4,cup
2090,207,265,2,tbsp
2091,207,101, , 
2092,208,512,10, 
2093,208,109,2,tbsp
2094,208,22,4,tbsp
2095,208,177, 1/2,tsp
2096,208,162,5,tbsp
2097,208,161, 1/4,tsp
2098,208,164, 3/4,cup
2099,209,507,3,cups
2100,209,115, 3/4,cup
2101,209,187,6,tbsp
2102,209,496, 3/4,cup
2103,209,489, 1/4,cup
2104,209,177, 1/2,tsp
2105,209,513, , 
2106,210,507,2,cups
2107,210,496,1,tbsp
2108,210,177,2, 
2109,210,161, 1/2,tsp
2110,210,489, 1/4,cup
2111,210,514,1,tbsp
2112,210,429,2,tbsp
2113,210,191,1,tbsp
2114,210,490,2,tbsp
2115,210,104, 1/4,tsp
2116,210,167, , 
2117,210,515, 1/8,tsp
2118,211,76, 3/4,cup
2119,211,17, , 
2120,211,109,6,tbsp
2121,211,496, 3/4,cup
2122,211,507,3,cups
2123,211,104, 1/8,tsp
2124,211,161, 1/4,tsp
2125,212,160,3,cups
2126,212,516,3,cups
2127,212,161, 1/2,tsp
2128,213,472,4, 
2129,213,517,4, 
2130,213,518,2, 
2131,214,519,2, 
2132,214,161,1,tsp
2133,214,520,1,cup
2134,214,521, 1/2,cup
2135,214,45,1,tsp
2136,215,472, 1/4,cup
2137,215,522, 3/4,cup
2138,215,188, 3/4,cup
2139,215,523,1,tsp
2140,216,524,1,cup
2141,216,493,1,cup
2142,216,160, 1/4,cup
2143,216,36,1,tbsp
2144,216,169,1,tsp
2145,217,499,2 1/4,cups
2146,217,73,1 1/2,tbsp
2147,217,431, 1/4,cup
2148,217,108, 3/4,cup
2149,217,22,3 1/2,tbsp
2150,217,429, 1/4,cup
2151,217,167, , 
2152,218,482, 1/2,cup
2153,218,169, 1/2,tbsp
2154,218,525, 1/4,cup
2155,218,265,1,tbsp
2156,218,526,2,tbsp
2157,218,185, 1/2,tbsp
2158,218,392, 1/2,tsp
2159,218,265, , 
2160,219,527,12, 
2161,219,463, 1/2,tsp
2162,219,22,1,tsp
2163,219,76,1,cup
2164,219,73,1,tbsp
2165,219,26, , 
2166,219,22,1,cup
2167,219,528, 1/2,tsp
2168,219,529, , 
2169,219,530,2,tsp
2170,219,108,1,tbsp
2171,219,211, 1/2,tsp
2172,219,123,1,tbsp
2173,219,531, , 
2174,220,482,1 1/2,cups
2175,220,22,2,tbsp
2176,220,161,1 1/2,tsp
2177,220,194, 1/4,tsp
2178,221,160,2,cups
2179,221,22,1,cup
2180,221,161,1,tsp
2181,221,194,1,tsp
2182,222,472,3,cups
2183,222,161,2,tsp
2184,222,24, , 
2185,223,115, 3/4,cup
2186,223,17, , 
2187,223,265,1,tsp
2188,223,485,28, 
2189,223,177,1, 
2190,223,161,1,tsp
2191,223,427,2,tsp
2192,224,532, , 
2193,224,533,5, 
2194,224,161, 1/2,tbsp
2195,224,104,1,tsp
2196,224,22,4,tbsp
2197,224,108, , 
2198,224,101, , 
2199,225,472,2,cups
2200,225,104, 1/2,tsp
2201,225,108, 1/2,cup
2202,225,35, 1/2,cup
2203,225,513, , 
2204,225,169,2,tbsp
2205,226,76,3,cups
2206,226,184, 1/2,tsp
2207,226,62, 1/2,cup
2208,226,187,1,cup
2209,226,472,3,cups
2210,226,161,1,tbsp
2211,226,22, 1/2,cup
2212,226,104,1,tsp
2213,226,490,2,tbsp
2214,226,191,2,tbsp
2215,226,108, , 
2216,226,101, , 
2217,227,482, 1/2,cup
2218,228,425,3,cups
2219,228,482, 3/4,cup
2220,228,211, 1/4,tsp
2221,228,513, , 
2222,228,427,1,tsp
2223,229,108,3,cups
2224,229,22,2 1/2,tbsp
2225,229,482, 3/4,cup
2226,229,534,3,tbsp
2227,229,211, 1/2,tsp
2228,230,115, 1/2,cup
2229,230,26,1,tsp
2230,230,17, , 
2231,230,115, , 
2232,230,507,2,cups
2233,230,496,1,tsp
2234,230,194, 1/4,tsp
2235,230,26, 1/2,tsp
2236,230,515, 1/2,tsp
2237,230,535, 1/2,cup
2238,231,472,2 1/2,cups
2239,231,505, 1/4,cup
2240,231,536, 1/2,cup
2241,231,167, 1/2,tsp
2242,232,519,4, 
2243,232,535,1,cup
2244,233,160,1 1/2,cups
2245,233,537,5,tbsp
2246,233,35,4,tbsp
2247,233,101,1,cup
2248,233,24,4,tbsp
2249,234,538, 3/4,cup
2250,234,539, 1/2,cup
2251,234,177,1, 
2252,234,188, 1/2,cup
2253,234,167, 1/4,tsp
2254,234,523,2,tsp
2255,234,540,1,tbsp
2256,235,160, 3/4,cup
2257,236,541,1,cup
2258,236,161, 1/2,tsp
2259,236,17, , 
2260,237,542,1 1/2,cups
2261,237,108,1,cup
2262,237,543,2,tsp
2263,237,22,1,tsp
2264,237,429,2 1/2,tsp
2265,238,544,1,cup
2266,238,545, 1/2,cup
2267,238,546, 1/2,cup
2268,238,547,5, 
2269,238,548,5, 
2270,238,36, 1/2,cup
2271,238,161,2,tbsp
2272,238,549, 1/2,tsp
2273,238,334, 1/4,tsp
2274,238,17, , 
2275,238,161,2,tbsp
2276,238,550, 1/2,tsp
2277,238,551, 1/4,tsp
2278,238,17, , 
2279,238,448,1,cup
2280,238,552, 1/2,cup
2281,238,546, 1/2,cup
2282,238,553,5, 
2283,238,548,5, 
2284,238,36, 1/2,cup
2285,239,554,3,cups
2286,239,26,2,tsp
2287,239,29, 1/2,tsp
2288,239,51, 1/2,tsp
2289,239,8, 1/4,tsp
2290,239,15,1,tsp
2291,239,34,1,tsp
2292,239,161,1,tsp
2293,239,17, , 
2294,239,26, , 
2295,240,554,2,cups
2296,240,27,1 1/2,tbsp
2297,240,15,1,tsp
2298,240,46, 1/2,tsp
2299,240,555, 1/2,cup
2300,240,68, 1/2,tsp
2301,240,54,2,tbsp
2302,240,108, 1/2,cup
2303,240,26,2,tbsp
2304,240,17, , 
2305,240,33,1,tbsp
2306,240,105,1,tbsp
2307,240,40, 3/4,cup
2308,240,58, 1/2,tbsp
2309,240,346,25,mm
2310,240,26, , 
2311,241,556,2 1/2,cups
2312,241,557, 1/2,cup
2313,241,14,2, 
2314,241,12, 1/4,tsp
2315,241,8, 1/2,tsp
2316,241,26,2,tbsp
2317,241,51,1,tsp
2318,241,17, , 
2319,242,558,2,cups
2320,242,27, 1/4,cup
2321,242,15, 1/2,tsp
2322,242,34, 1/2,tsp
2323,242,268, 1/2,tsp
2324,242,68, 1/4,tsp
2325,242,8, 1/4,tsp
2326,242,47, 1/4,cup
2327,242,17, , 
2328,242,26, , 
2329,242,45, , 
2330,243,345,1,tsp
2331,243,14,2, 
2332,243,112,3 to 4, 
2333,243,559,1,tsp
2334,243,90, 1/2,tsp
2335,243,39, , 
2336,243,327,4 to 6, 
2337,243,26,2,tsp
2338,243,39, 1/2,tsp
2339,243,327,7 to 8, 
2340,243,560,4, 
2341,243,561, 1/4,cup
2342,243,15, 1/2,tsp
2343,243,17, , 
2344,243,161,1,tsp
2345,243,47,1,tbsp
2346,244,352, 1/2,cup
2347,244,89, 1/4,cup
2348,244,8, 1/4,tsp
2349,244,41,2,tsp
2350,244,17, , 
2351,244,26,1,tsp
2352,244,39, 1/2,tsp
2353,244,79,3, 
2354,244,12, , 
2355,245,109,1,tbsp
2356,245,562,1 1/4,cups
2357,245,563,8 to 10, 
2358,245,564,2,tsp
2359,245,136,1,tsp
2360,245,17, , 
2361,245,109,2,tbsp
2362,245,58, 1/2,tbsp
2363,245,108, 1/4,cup
2364,245,294, , 
2365,245,136, 1/2,tsp
2366,245,107, 1/4,cup
2367,245,564,1,tsp
2368,245,17, , 
2369,245,96,8,tbsp
2370,245,239,4,tbsp
2371,245,17, , 
2372,245,565,4, 
2373,245,566,1,cup
2374,246,238,1,cup
2375,246,567,1,cup
2376,246,568,1 1/2,cups
2377,246,483, 1/2,cup
2378,246,17, , 
2379,246,109, , 
2380,247,569,4, 
2381,247,4,24, 
2382,247,570,1,tsp
2383,247,483,2,tbsp
2384,247,109,1,tsp
2385,247,564, , 
2386,247,17, , 
2387,248,569,4, 
2388,248,571,24, 
2389,248,483,2,tbsp
2390,248,570,1,tsp
2391,248,109,1,tsp
2392,248,564, , 
2393,248,17, , 
2394,249,572,5, 
2395,249,109,1,tsp
2396,249,108,2,tbsp
2397,249,294, 1/2,cup
2398,249,246,1,tsp
2399,249,107,2,tbsp
2400,249,17, , 
2401,249,310, , 
2402,249,573, , 
2403,250,574, 3/4,cup
2404,250,575,1,tsp
2405,250,506, 1/2,cup
2406,250,246,2,tsp
2407,250,294, 1/4,cup
2408,250,17, , 
2409,250,572, 1/4,cup
2410,250,509,1,tbsp
2411,250,576,16, 
2412,251,574,1,cup
2413,251,26,2,tsp
2414,251,40, 1/2,cup
2415,251,312, 1/2,cup
2416,251,245,1 1/2,cups
2417,251,425, 1/2,cup
2418,251,17, , 
2419,251,574, , 
2420,252,114,3,cups
2421,252,139, 1/2,cup
2422,252,22, 1/4,cup
2423,252,92,10 to 12, 
2424,252,303,4, 
2425,252,17, , 
2426,252,154,1,cup
2427,252,380,1,cup
2428,252,577, 3/4,cup
2429,252,578, 3/4,cup
2430,253,579,10 1/2,cups
2431,253,26, , 
2432,253,40, 3/4,cup
2433,253,294, 1/2,cup
2434,253,17, , 
2435,253,564, 1/2,tsp
2436,253,580, 1/2,cup
2437,253,581, 1/2,cup
2438,253,41,1,tsp
2439,253,17, , 
2440,253,582, 1/2,cup
2441,253,40, 1/4,cup
2442,253,53, 1/4,cup
2443,253,17, , 
2444,253,583,1,tsp
2445,253,352, 1/2,cup
2446,253,584, 1/4,cup
2447,253,294, 1/2,cup
2448,253,17, , 
2449,253,564, 1/2,tsp
2450,253,60, 3/4,cup
2451,253,585, 1/4,cup
2452,253,586,2,tsp
2453,253,17, , 
2454,253,53, 3/4,cup
2455,253,47, 1/4,cup
2456,253,17, , 
2457,253,15,1,tsp
2458,253,96, 1/2,cup
2459,253,587, 1/2,cup
2460,253,41,1,tsp
2461,253,17, , 
2462,253,45, 1/2,tsp
2463,253,95, , 
2464,253,588, , 
2465,253,589, , 
2466,254,115,1,cup
2467,254,211, 1/4,tsp
2468,254,513, , 
2469,254,17, , 
2470,254,73,5,tbsp
2471,254,185, 1/4,cup
2472,254,108,3,tbsp
2473,255,115, 1/2,cup
2474,255,22, 1/2,cup
2475,255,211, 1/2,tsp
2476,255,73, 1/4,cup
2477,255,173, , 
2478,256,115,1,cup
2479,256,73, 1/2,cup
2480,256,22, 3/4,cup
2481,256,211,1,tsp
2482,256,590, , 
2483,257,115,1,cup
2484,257,22, 1/2,cup
2485,257,591, 1/2,tsp
2486,257,11,1,tbsp
2487,257,73, , 
2488,258,26,1,tsp
2489,258,592,1,cup
2490,258,17, , 
2491,258,26,1,tsp
2492,258,58,2,tsp
2493,258,593,2, 
2494,258,26, 1/4,tsp
2495,258,594,1,cup
2496,258,595,1,cup
2497,258,596, 1/4,cup
2498,258,138, 1/2,cup
2499,259,93, 3/4,cup
2500,259,39,1,tsp
2501,259,597,4, 
2502,259,114, 1/4,cup
2503,259,598, 1/2,cup
2504,259,375, 1/2,cup
2505,259,599, 1/2,cup
2506,259,155, 1/2,cup
2507,259,600, 1/2,cup
2508,259,601,1, 
2509,259,344, 1/2,cup
2510,259,602, 1/2,cup
2511,259,603, 1/4,tsp
2512,259,17, , 
2513,259,35, 1/2,cup
2514,259,94,2,tbsp
2515,259,39,1,tsp
2516,259,327,7 to 8, 
2517,260,153, 1/2,cup
2518,260,375, 1/2,cup
2519,260,604, 1/2,cup
2520,260,380, 1/2,cup
2521,260,605, 1/2,cup
2522,260,17, , 
2523,260,87,1,tbsp
2524,260,606, 1/4,cup
2525,260,94,1,tsp
2526,260,389,2,tbsp
2527,260,39, 1/2,tsp
2528,260,41, 1/2,tsp
2529,260,8, , 
2530,261,607, 3/4,cup
2531,261,188,1 1/2,cups
2532,261,608, 1/2,cup
2533,261,523,1,tbsp
2534,262,609,8, 
2535,262,610,32, 
2536,262,133, , 
2537,262,611, , 
2538,262,133,2,tsp
2539,262,612, 1/2,cup
2540,262,161,1 1/2,tsp
2541,262,611, 1/2,tsp
2542,262,137, , 
2543,263,157,32, 
2544,263,94,1,tsp
2545,263,609,8, 
2546,263,161,2,tsp
2547,263,564, , 
2548,263,158, , 
2549,263,93,8,tsp
2550,264,613, 3/4,cup
2551,264,17, , 
2552,264,614,1,tbsp
2553,264,22,1,tbsp
2554,264,232,1,tsp
2555,264,615,2, 
2556,264,616, , 
2557,264,617, , 
2558,264,618,10, 
2559,264,619,10, 
2560,264,161, 1/4,tsp
2561,264,17, , 
2562,264,620, , 
2563,264,372, , 
2564,264,621, , 
2565,265,613, 3/4,cup
2566,265,17, , 
2567,265,614,1,tbsp
2568,265,22,1,tbsp
2569,265,232,1,tsp
2570,265,615,2, 
2571,265,616, , 
2572,265,617, , 
2573,265,618,8, 
2574,265,622,8, 
2575,265,161, 1/4,tsp
2576,265,17, , 
2577,265,620, , 
2578,265,372, , 
2579,265,621, , 
2580,266,623,1,cup
2581,266,624,5,tbsp
2582,266,53, 3/4,cup
2583,266,148, 1/2,cup
2584,266,100,1,tsp
2585,266,17, , 
2586,266,173,2,tbsp
2587,266,625, , 
2588,267,626,1 1/2,cups
2589,267,627,1,cup
2590,267,133,1,tbsp
2591,267,385, 1/2,tsp
2592,267,161,1,tsp
2593,267,17, , 
2594,268,628,1,cup
2595,268,629, 3/4,cup
2596,268,630, , 
2597,269,607, 3/4,cup
2598,269,470,1 1/2,cups
2599,269,166, 1/2,cup
2600,269,523,1 1/2,tbsp
2601,270,631, 1/2,cup
2602,270,470, 3/4,cup
2603,270,352,1,cup
2604,270,35, 3/4,cup
2605,270,169,1 1/2,tbsp
2606,270,37,1,cup
2607,271,632,2, 
2608,271,53, 1/4,cup
2609,271,40,2,tbsp
2610,271,58,1,tsp
2611,271,47,1,tbsp
2612,271,41,1,tsp
2613,271,161, 1/2,tbsp
2614,271,107,1,tbsp
2615,271,17, , 
2616,271,633, , 
2617,272,612,1,cup
2618,272,161,1,tsp
2619,272,53,2,tbsp
2620,272,41, 1/2,tsp
2621,272,17, , 
2622,272,634, , 
2623,273,635,1, 
2624,273,636, 1/2,cup
2625,273,637,3,tbsp
2626,273,161,1,tsp
2627,273,158, 1/2,tsp
2628,274,623,1,cup
2629,274,638,1,cup
2630,274,204,1,cup
2631,274,169,1,tbsp
2632,274,17, , 
2633,275,631, 1/2,cup
2634,275,526, 1/4,cup
2635,275,161,1,tbsp
2636,275,164,2,cups
2637,275,17, , 
2638,276,623, 1/2,cup
2639,276,639,1 1/2,cups
2640,276,640,1,cup
2641,276,447, 1/2,cup
2642,277,631, 1/2,cup
2643,278,626,1,cup
2644,278,641, 1/2,cup
2645,278,642, 1/2,cup
2646,278,643,1,cup
2647,278,622, 1/2,cup
2648,278,169,2,tbsp
2649,278,161, 3/4,tbsp
2650,278,36,2,tsp
2651,278,17, , 
2652,279,644,1,cup
2653,279,641, 1/2,cup
2654,279,627, 1/2,cup
2655,279,645,1,cup
2656,279,622, 1/2,cup
2657,279,169,2,tbsp
2658,279,161, 3/4,tbsp
2659,279,36,2,tsp
2660,279,17, , 
2661,280,629,1,cup
2662,280,352,1 1/2,cups
2663,280,646,1,cup
2664,280,475,1,cup
2665,281,352,1,cup
2666,281,631, 1/2,cup
2667,281,188,2,cups
2668,281,523,1,tbsp
2669,281,611, , 
2670,281,167, 1/4,tsp
2671,281,37,10, 
2672,282,623, 1/4,cup
2673,282,647, 1/2,cup
2674,282,486, 1/2,cup
2675,282,384, 1/4,cup
2676,282,546, 1/4,cup
2677,282,448, 1/2,cup
2678,282,648,2,tsp
2679,282,133,1,tbsp
2680,282,649, 1/2,tsp
2681,282,161,2,tsp
2682,282,17, , 
2683,283,644, 3/4,cup
2684,283,627, 3/4,cup
2685,283,650,1 1/2,cups
2686,283,651, 3/4,cup
2687,283,429,2,tbsp
2688,283,133,2,tbsp
2689,283,161,1,tbsp
2690,283,385, 1/4,tsp
2691,283,652,1,tbsp
2692,283,22, 1/4,tsp
2693,283,17, , 
2694,284,35,2,cups
2695,284,108,1,cup
2696,284,58,1,tsp
2697,284,17, , 
2698,284,37,4, 
