,0,1,2,3
12608,1421,Carbohydrates,14.1,g
12609,1421,Fiber,0.3,g
12610,1421,Fat,6.5,g
12611,1421,Cholesterol,0.0,mg
12612,1421,Vitamin A,136.9,mcg
12613,1421,Vitamin B1,0.0,mg
12614,1421,Vitamin B2,0.0,mg
12615,1421,Vitamin B3,0.1,mg
12616,1421,Vitamin C,1.8,mg
12617,1421,Folic Acid,1.0,mcg
12618,1421,Calcium,129.8,mg
12619,1421,Iron,0.9,mg
12620,1421,Magnesium,0.0,mg
12621,1421,Phosphorus,0.0,mg
12622,1421,Sodium,100.0,mg
12623,1421,Potassium,21.7,mg
12624,1421,Zinc,0.1,mg
12625,1422,Energy,137.0,cal
12626,1422,Protein,5.6,g
12627,1422,Carbohydrates,14.1,g
12628,1422,Fiber,0.3,g
12629,1422,Fat,6.5,g
12630,1422,Cholesterol,0.0,mg
12631,1422,Vitamin A,136.9,mcg
12632,1422,Vitamin B1,0.0,mg
12633,1422,Vitamin B2,0.0,mg
12634,1422,Vitamin B3,0.1,mg
12635,1422,Vitamin C,1.8,mg
12636,1422,Folic Acid,1.0,mcg
12637,1422,Calcium,129.8,mg
12638,1422,Iron,0.9,mg
12639,1422,Magnesium,0.0,mg
12640,1422,Phosphorus,0.0,mg
12641,1422,Sodium,100.0,mg
12642,1422,Potassium,21.7,mg
12643,1422,Zinc,0.1,mg
12644,1423,Energy,137.0,cal
12645,1423,Protein,5.6,g
12646,1423,Carbohydrates,14.1,g
12647,1423,Fiber,0.3,g
12648,1423,Fat,6.5,g
12649,1423,Cholesterol,0.0,mg
12650,1423,Vitamin A,136.9,mcg
12651,1423,Vitamin B1,0.0,mg
12652,1423,Vitamin B2,0.0,mg
12653,1423,Vitamin B3,0.1,mg
12654,1423,Vitamin C,1.8,mg
12655,1423,Folic Acid,1.0,mcg
12656,1423,Calcium,129.8,mg
12657,1423,Iron,0.9,mg
12658,1423,Magnesium,0.0,mg
12659,1423,Phosphorus,0.0,mg
12660,1423,Sodium,100.0,mg
12661,1423,Potassium,21.7,mg
12662,1423,Zinc,0.1,mg
12663,1424,Energy,128.0,cal
12664,1424,Protein,5.0,g
12665,1424,Carbohydrates,13.0,g
12666,1424,Fiber,0.0,g
12667,1424,Fat,6.2,g
12668,1424,Cholesterol,5.8,mg
12669,1424,Sodium,69.6,mg
12670,1425,Energy,142.0,cal
12671,1425,Protein,4.2,g
12672,1425,Carbohydrates,12.0,g
12673,1425,Fiber,0.1,g
12674,1425,Fat,8.6,g
12675,1425,Cholesterol,6.5,mg
12676,1425,Sodium,98.9,mg
12677,1426,Energy,142.0,cal
12678,1426,Protein,4.2,g
12679,1426,Carbohydrates,12.0,g
12680,1426,Fiber,0.1,g
12681,1426,Fat,8.6,g
12682,1426,Cholesterol,6.5,mg
12683,1426,Sodium,98.9,mg
12684,1427,Energy,142.0,cal
12685,1427,Protein,4.2,g
12686,1427,Carbohydrates,12.0,g
12687,1427,Fiber,0.1,g
12688,1427,Fat,8.6,g
12689,1427,Cholesterol,6.5,mg
12690,1427,Sodium,98.9,mg
12691,1428,Energy,142.0,cal
12692,1428,Protein,4.2,g
12693,1428,Carbohydrates,12.0,g
12694,1428,Fiber,0.1,g
12695,1428,Fat,8.6,g
12696,1428,Cholesterol,6.5,mg
12697,1428,Sodium,98.9,mg
12698,1429,Energy,55.0,cal
12699,1429,Protein,2.2,g
12700,1429,Carbohydrates,2.5,g
12701,1429,Fiber,0.0,g
12702,1429,Fat,3.9,g
12703,1429,Cholesterol,13.5,mg
12704,1429,Sodium,158.8,mg
12705,1430,Energy,55.0,cal
12706,1430,Protein,2.2,g
12707,1430,Carbohydrates,2.5,g
12708,1430,Fiber,0.0,g
12709,1430,Fat,3.9,g
12710,1430,Cholesterol,13.5,mg
12711,1430,Sodium,158.8,mg
12712,1431,Energy,55.0,cal
12713,1431,Protein,2.2,g
12714,1431,Carbohydrates,2.5,g
12715,1431,Fiber,0.0,g
12716,1431,Fat,3.9,g
12717,1431,Cholesterol,13.5,mg
12718,1431,Sodium,158.8,mg
12719,1432,Energy,55.0,cal
12720,1432,Protein,2.2,g
12721,1432,Carbohydrates,2.5,g
12722,1432,Fiber,0.0,g
12723,1432,Fat,3.9,g
12724,1432,Cholesterol,13.5,mg
12725,1432,Sodium,158.8,mg
12726,1434,Energy,71.0,cal
12727,1434,Protein,2.3,g
12728,1434,Carbohydrates,5.9,g
12729,1434,Fiber,0.2,g
12730,1434,Fat,4.2,g
12731,1434,Cholesterol,0.0,mg
12732,1434,Vitamin A,45.9,mcg
12733,1434,Vitamin B1,0.0,mg
12734,1434,Vitamin B2,0.0,mg
12735,1434,Vitamin B3,0.2,mg
12736,1434,Vitamin C,3.9,mg
12737,1434,Folic Acid,1.9,mcg
12738,1434,Calcium,56.5,mg
12739,1434,Iron,0.3,mg
12740,1434,Magnesium,0.0,mg
12741,1434,Phosphorus,0.0,mg
12742,1434,Sodium,1.4,mg
12743,1434,Potassium,28.4,mg
12744,1434,Zinc,0.1,mg
12745,1435,Energy,71.0,cal
12746,1435,Protein,2.3,g
12747,1435,Carbohydrates,5.9,g
12748,1435,Fiber,0.2,g
12749,1435,Fat,4.2,g
12750,1435,Cholesterol,0.0,mg
12751,1435,Vitamin A,45.9,mcg
12752,1435,Vitamin B1,0.0,mg
12753,1435,Vitamin B2,0.0,mg
12754,1435,Vitamin B3,0.2,mg
12755,1435,Vitamin C,3.9,mg
12756,1435,Folic Acid,1.9,mcg
12757,1435,Calcium,56.5,mg
12758,1435,Iron,0.3,mg
12759,1435,Magnesium,0.0,mg
12760,1435,Phosphorus,0.0,mg
12761,1435,Sodium,1.4,mg
12762,1435,Potassium,28.4,mg
12763,1435,Zinc,0.1,mg
12764,1436,Energy,243.0,cal
12765,1436,Protein,2.9,g
12766,1436,Carbohydrates,7.1,g
12767,1436,Fiber,0.5,g
12768,1436,Fat,22.6,g
12769,1436,Cholesterol,10.0,mg
12770,1436,Sodium,127.7,mg
12771,1437,Energy,243.0,cal
12772,1437,Protein,2.9,g
12773,1437,Carbohydrates,7.1,g
12774,1437,Fiber,0.5,g
12775,1437,Fat,22.6,g
12776,1437,Cholesterol,10.0,mg
12777,1437,Sodium,127.7,mg
12778,1441,Energy,496.0,cal
12779,1441,Protein,17.2,g
12780,1441,Carbohydrates,44.5,g
12781,1441,Fiber,1.8,g
12782,1441,Fat,29.6,g
12783,1441,Cholesterol,13.8,mg
12784,1441,Vitamin A,302.7,mcg
12785,1441,Vitamin B1,0.3,mg
12786,1441,Vitamin B2,0.1,mg
12787,1441,Vitamin B3,0.5,mg
12788,1441,Vitamin C,46.8,mg
12789,1441,Folic Acid,14.3,mcg
12790,1441,Calcium,373.5,mg
12791,1441,Iron,1.5,mg
12792,1441,Magnesium,0.0,mg
12793,1441,Phosphorus,0.0,mg
12794,1441,Sodium,769.1,mg
12795,1441,Potassium,56.9,mg
12796,1441,Zinc,0.2,mg
12797,1442,Energy,27.0,cal
12798,1442,Protein,1.1,g
12799,1442,Carbohydrates,1.1,g
12800,1442,Fiber,0.1,g
12801,1442,Fat,1.7,g
12802,1442,Cholesterol,5.2,mg
12803,1442,Sodium,33.1,mg
12804,1444,Energy,46.0,cal
12805,1444,Protein,1.1,g
12806,1444,Carbohydrates,2.7,g
12807,1444,Fiber,0.0,g
12808,1444,Fat,3.4,g
12809,1444,Cholesterol,3.0,mg
12810,1444,Sodium,37.0,mg
12811,1446,Energy,90.0,cal
12812,1446,Protein,3.1,g
12813,1446,Carbohydrates,9.0,g
12814,1446,Fiber,0.6,g
12815,1446,Fat,4.7,g
12816,1446,Cholesterol,0.0,mg
12817,1446,Vitamin A,112.6,mcg
12818,1446,Vitamin B1,-0.1,mg
12819,1446,Vitamin B2,-0.1,mg
12820,1446,Vitamin B3,0.3,mg
12821,1446,Vitamin C,6.3,mg
12822,1446,Folic Acid,5.9,mcg
12823,1446,Calcium,92.0,mg
12824,1446,Iron,0.3,mg
12825,1446,Magnesium,0.0,mg
12826,1446,Phosphorus,0.0,mg
12827,1446,Sodium,16.2,mg
12828,1446,Potassium,86.8,mg
12829,1446,Zinc,0.2,mg
12830,1447,Energy,90.0,cal
12831,1447,Protein,3.1,g
12832,1447,Carbohydrates,9.0,g
12833,1447,Fiber,0.6,g
12834,1447,Fat,4.7,g
12835,1447,Cholesterol,0.0,mg
12836,1447,Vitamin A,112.6,mcg
12837,1447,Vitamin B1,-0.1,mg
12838,1447,Vitamin B2,-0.1,mg
12839,1447,Vitamin B3,0.3,mg
12840,1447,Vitamin C,6.3,mg
12841,1447,Folic Acid,5.9,mcg
12842,1447,Calcium,92.0,mg
12843,1447,Iron,0.3,mg
12844,1447,Magnesium,0.0,mg
12845,1447,Phosphorus,0.0,mg
12846,1447,Sodium,16.2,mg
12847,1447,Potassium,86.8,mg
12848,1447,Zinc,0.2,mg
12849,1448,Energy,90.0,cal
12850,1448,Protein,3.1,g
12851,1448,Carbohydrates,9.0,g
12852,1448,Fiber,0.6,g
12853,1448,Fat,4.7,g
12854,1448,Cholesterol,0.0,mg
12855,1448,Vitamin A,112.6,mcg
12856,1448,Vitamin B1,-0.1,mg
12857,1448,Vitamin B2,-0.1,mg
12858,1448,Vitamin B3,0.3,mg
12859,1448,Vitamin C,6.3,mg
12860,1448,Folic Acid,5.9,mcg
12861,1448,Calcium,92.0,mg
12862,1448,Iron,0.3,mg
12863,1448,Magnesium,0.0,mg
12864,1448,Phosphorus,0.0,mg
12865,1448,Sodium,16.2,mg
12866,1448,Potassium,86.8,mg
12867,1448,Zinc,0.2,mg
12868,1449,Energy,90.0,cal
12869,1449,Protein,3.1,g
12870,1449,Carbohydrates,9.0,g
12871,1449,Fiber,0.6,g
12872,1449,Fat,4.7,g
12873,1449,Cholesterol,0.0,mg
12874,1449,Vitamin A,112.6,mcg
12875,1449,Vitamin B1,-0.1,mg
12876,1449,Vitamin B2,-0.1,mg
12877,1449,Vitamin B3,0.3,mg
12878,1449,Vitamin C,6.3,mg
12879,1449,Folic Acid,5.9,mcg
12880,1449,Calcium,92.0,mg
12881,1449,Iron,0.3,mg
12882,1449,Magnesium,0.0,mg
12883,1449,Phosphorus,0.0,mg
12884,1449,Sodium,16.2,mg
12885,1449,Potassium,86.8,mg
12886,1449,Zinc,0.2,mg
12887,1450,Energy,90.0,cal
12888,1450,Protein,3.1,g
12889,1450,Carbohydrates,9.0,g
12890,1450,Fiber,0.6,g
12891,1450,Fat,4.7,g
12892,1450,Cholesterol,0.0,mg
12893,1450,Vitamin A,112.6,mcg
12894,1450,Vitamin B1,-0.1,mg
12895,1450,Vitamin B2,-0.1,mg
12896,1450,Vitamin B3,0.3,mg
12897,1450,Vitamin C,6.3,mg
12898,1450,Folic Acid,5.9,mcg
12899,1450,Calcium,92.0,mg
12900,1450,Iron,0.3,mg
12901,1450,Magnesium,0.0,mg
12902,1450,Phosphorus,0.0,mg
12903,1450,Sodium,16.2,mg
12904,1450,Potassium,86.8,mg
12905,1450,Zinc,0.2,mg
12906,1451,Energy,254.0,cal
12907,1451,Protein,7.7,g
12908,1451,Carbohydrates,33.0,g
12909,1451,Fiber,1.4,g
12910,1451,Fat,9.0,g
12911,1451,Cholesterol,0.0,mg
12912,1451,Vitamin A,469.7,mcg
12913,1451,Vitamin B1,0.6,mg
12914,1451,Vitamin B2,0.2,mg
12915,1451,Vitamin B3,2.6,mg
12916,1451,Vitamin C,62.6,mg
12917,1451,Folic Acid,12.4,mcg
12918,1451,Calcium,123.8,mg
12919,1451,Iron,1.7,mg
12920,1451,Magnesium,0.0,mg
12921,1451,Phosphorus,0.0,mg
12922,1451,Sodium,62.4,mg
12923,1451,Potassium,125.9,mg
12924,1451,Zinc,0.5,mg
12925,1452,Energy,254.0,cal
12926,1452,Protein,7.7,g
12927,1452,Carbohydrates,33.0,g
12928,1452,Fiber,1.4,g
12929,1452,Fat,9.0,g
12930,1452,Cholesterol,0.0,mg
12931,1452,Vitamin A,469.7,mcg
12932,1452,Vitamin B1,0.6,mg
12933,1452,Vitamin B2,0.2,mg
12934,1452,Vitamin B3,2.6,mg
12935,1452,Vitamin C,62.6,mg
12936,1452,Folic Acid,12.4,mcg
12937,1452,Calcium,123.8,mg
12938,1452,Iron,1.7,mg
12939,1452,Magnesium,0.0,mg
12940,1452,Phosphorus,0.0,mg
12941,1452,Sodium,62.4,mg
12942,1452,Potassium,125.9,mg
12943,1452,Zinc,0.5,mg
12944,1455,Energy,719.0,cal
12945,1455,Protein,26.1,g
12946,1455,Carbohydrates,33.3,g
12947,1455,Fiber,0.5,g
12948,1455,Fat,39.3,g
12949,1455,Cholesterol,96.0,mg
12950,1455,Sodium,114.0,mg
12951,1456,Energy,719.0,cal
12952,1456,Protein,26.1,g
12953,1456,Carbohydrates,33.3,g
12954,1456,Fiber,0.5,g
12955,1456,Fat,39.3,g
12956,1456,Cholesterol,96.0,mg
12957,1456,Sodium,114.0,mg
12958,1457,Energy,719.0,cal
12959,1457,Protein,26.1,g
12960,1457,Carbohydrates,33.3,g
12961,1457,Fiber,0.5,g
12962,1457,Fat,39.3,g
12963,1457,Cholesterol,96.0,mg
12964,1457,Sodium,114.0,mg
12965,1458,Energy,407.0,cal
12966,1458,Protein,11.1,g
12967,1458,Carbohydrates,40.3,g
12968,1458,Fiber,0.5,g
12969,1458,Fat,16.4,g
12970,1458,Cholesterol,40.0,mg
12971,1458,Sodium,48.2,mg
12972,1459,Energy,265.0,cal
12973,1459,Protein,5.6,g
12974,1459,Carbohydrates,28.8,g
12975,1459,Fiber,0.4,g
12976,1459,Fat,14.1,g
12977,1459,Cholesterol,0.3,mg
12978,1459,Sodium,1.9,mg
12979,1460,Energy,102.0,cal
12980,1460,Protein,1.7,g
12981,1460,Carbohydrates,25.1,g
12982,1460,Fiber,0.3,g
12983,1460,Fat,2.5,g
12984,1460,Cholesterol,0.0,mg
12985,1460,Vitamin A,11.3,mcg
12986,1460,Vitamin B1,-0.7,mg
12987,1460,Vitamin B2,-0.7,mg
12988,1460,Vitamin B3,-0.6,mg
12989,1460,Vitamin C,2.2,mg
12990,1460,Folic Acid,4.3,mcg
12991,1460,Calcium,66.3,mg
12992,1460,Iron,0.3,mg
12993,1460,Magnesium,0.0,mg
12994,1460,Phosphorus,0.0,mg
12995,1460,Sodium,2.0,mg
12996,1460,Potassium,75.2,mg
12997,1460,Zinc,0.1,mg
12998,1461,Energy,58.0,cal
12999,1461,Protein,0.7,g
13000,1461,Carbohydrates,20.4,g
13001,1461,Fiber,1.0,g
13002,1461,Fat,0.3,g
13003,1461,Cholesterol,0.0,mg
13004,1461,Sodium,2.3,mg
13005,1462,Energy,22.0,cal
13006,1462,Protein,0.6,g
13007,1462,Carbohydrates,1.9,g
13008,1462,Fiber,1.1,g
13009,1462,Fat,1.4,g
13010,1462,Cholesterol,0.0,mg
13011,1462,Sodium,8.5,mg
13012,1463,Energy,172.0,cal
13013,1463,Protein,2.4,g
13014,1463,Carbohydrates,5.4,g
13015,1463,Fiber,1.9,g
13016,1463,Fat,11.2,g
13017,1463,Cholesterol,0.0,mg
13018,1463,Sodium,80.4,mg
13019,1464,Energy,172.0,cal
13020,1464,Protein,2.4,g
13021,1464,Carbohydrates,5.4,g
13022,1464,Fiber,1.9,g
13023,1464,Fat,11.2,g
13024,1464,Cholesterol,0.0,mg
13025,1464,Sodium,80.4,mg
13026,1465,Energy,172.0,cal
13027,1465,Protein,2.4,g
13028,1465,Carbohydrates,5.4,g
13029,1465,Fiber,1.9,g
13030,1465,Fat,11.2,g
13031,1465,Cholesterol,0.0,mg
13032,1465,Sodium,80.4,mg
13033,1466,Energy,172.0,cal
13034,1466,Protein,2.4,g
13035,1466,Carbohydrates,5.4,g
13036,1466,Fiber,1.9,g
13037,1466,Fat,11.2,g
13038,1466,Cholesterol,0.0,mg
13039,1466,Sodium,80.4,mg
13040,1467,Energy,205.0,cal
13041,1467,Protein,9.1,g
13042,1467,Carbohydrates,38.7,g
13043,1467,Fiber,5.8,g
13044,1467,Fat,2.1,g
13045,1467,Cholesterol,0.0,mg
13046,1467,Sodium,13.3,mg
13047,1469,Energy,155.0,cal
13048,1469,Protein,9.3,g
13049,1469,Carbohydrates,22.8,g
13050,1469,Fiber,3.1,g
13051,1469,Fat,3.0,g
13052,1469,Cholesterol,0.0,mg
13053,1469,Sodium,10.8,mg
13054,1473,Energy,70.0,cal
13055,1473,Protein,4.0,g
13056,1473,Carbohydrates,8.4,g
13057,1473,Fiber,4.5,g
13058,1473,Fat,2.3,g
13059,1473,Cholesterol,0.0,mg
13060,1473,Sodium,3.0,mg
13061,1474,Energy,70.0,cal
13062,1474,Protein,4.0,g
13063,1474,Carbohydrates,8.4,g
13064,1474,Fiber,4.5,g
13065,1474,Fat,2.3,g
13066,1474,Cholesterol,0.0,mg
13067,1474,Sodium,3.0,mg
13068,1475,Energy,176.0,cal
13069,1475,Protein,7.6,g
13070,1475,Carbohydrates,31.0,g
13071,1475,Fiber,12.5,g
13072,1475,Fat,2.3,g
13073,1475,Cholesterol,0.0,mg
13074,1475,Sodium,5829.6,mg
13075,1476,Energy,176.0,cal
13076,1476,Protein,7.6,g
13077,1476,Carbohydrates,31.0,g
13078,1476,Fiber,12.5,g
13079,1476,Fat,2.3,g
13080,1476,Cholesterol,0.0,mg
13081,1476,Sodium,5829.6,mg
13082,1477,Energy,176.0,cal
13083,1477,Protein,7.6,g
13084,1477,Carbohydrates,31.0,g
13085,1477,Fiber,12.5,g
13086,1477,Fat,2.3,g
13087,1477,Cholesterol,0.0,mg
13088,1477,Sodium,5829.6,mg
13089,1479,Energy,102.0,cal
13090,1479,Protein,3.1,g
13091,1479,Carbohydrates,12.5,g
13092,1479,Fiber,3.9,g
13093,1479,Fat,4.4,g
13094,1479,Cholesterol,0.0,mg
13095,1479,Vitamin A,236.9,mcg
13096,1479,Vitamin B1,0.1,mg
13097,1479,Vitamin B2,0.0,mg
13098,1479,Vitamin B3,0.7,mg
13099,1479,Vitamin C,10.5,mg
13100,1479,Folic Acid,28.5,mcg
13101,1479,Calcium,40.1,mg
13102,1479,Iron,1.0,mg
13103,1479,Magnesium,0.0,mg
13104,1479,Phosphorus,0.0,mg
13105,1479,Sodium,5.0,mg
13106,1479,Potassium,71.2,mg
13107,1479,Zinc,0.5,mg
13108,1480,Energy,102.0,cal
13109,1480,Protein,3.1,g
13110,1480,Carbohydrates,12.5,g
13111,1480,Fiber,3.9,g
13112,1480,Fat,4.4,g
13113,1480,Cholesterol,0.0,mg
13114,1480,Vitamin A,236.9,mcg
13115,1480,Vitamin B1,0.1,mg
13116,1480,Vitamin B2,0.0,mg
13117,1480,Vitamin B3,0.7,mg
13118,1480,Vitamin C,10.5,mg
13119,1480,Folic Acid,28.5,mcg
13120,1480,Calcium,40.1,mg
13121,1480,Iron,1.0,mg
13122,1480,Magnesium,0.0,mg
13123,1480,Phosphorus,0.0,mg
13124,1480,Sodium,5.0,mg
13125,1480,Potassium,71.2,mg
13126,1480,Zinc,0.5,mg
13127,1481,Energy,102.0,cal
13128,1481,Protein,3.1,g
13129,1481,Carbohydrates,12.5,g
13130,1481,Fiber,3.9,g
13131,1481,Fat,4.4,g
13132,1481,Cholesterol,0.0,mg
13133,1481,Vitamin A,236.9,mcg
13134,1481,Vitamin B1,0.1,mg
13135,1481,Vitamin B2,0.0,mg
13136,1481,Vitamin B3,0.7,mg
13137,1481,Vitamin C,10.5,mg
13138,1481,Folic Acid,28.5,mcg
13139,1481,Calcium,40.1,mg
13140,1481,Iron,1.0,mg
13141,1481,Magnesium,0.0,mg
13142,1481,Phosphorus,0.0,mg
13143,1481,Sodium,5.0,mg
13144,1481,Potassium,71.2,mg
13145,1481,Zinc,0.5,mg
13146,1482,Energy,187.0,cal
13147,1482,Protein,6.8,g
13148,1482,Carbohydrates,29.4,g
13149,1482,Fiber,12.1,g
13150,1482,Fat,4.8,g
13151,1482,Cholesterol,0.0,mg
13152,1482,Sodium,82.9,mg
13153,1483,Energy,187.0,cal
13154,1483,Protein,6.8,g
13155,1483,Carbohydrates,29.4,g
13156,1483,Fiber,12.1,g
13157,1483,Fat,4.8,g
13158,1483,Cholesterol,0.0,mg
13159,1483,Sodium,82.9,mg
13160,1484,Energy,177.0,cal
13161,1484,Protein,6.1,g
13162,1484,Carbohydrates,26.6,g
13163,1484,Fiber,7.4,g
13164,1484,Fat,5.2,g
13165,1484,Cholesterol,0.0,mg
13166,1484,Sodium,40.7,mg
13167,1485,Energy,254.0,cal
13168,1485,Protein,6.8,g
13169,1485,Carbohydrates,25.0,g
13170,1485,Fiber,5.8,g
13171,1485,Fat,11.2,g
13172,1485,Cholesterol,19.2,mg
13173,1485,Sodium,26.6,mg
13174,1486,Energy,213.0,cal
13175,1486,Protein,5.0,g
13176,1486,Carbohydrates,26.0,g
13177,1486,Fiber,10.7,g
13178,1486,Fat,7.6,g
13179,1486,Cholesterol,16.0,mg
13180,1486,Sodium,24.8,mg
13181,1488,Energy,196.0,cal
13182,1488,Protein,7.9,g
13183,1488,Carbohydrates,18.4,g
13184,1488,Fiber,6.7,g
13185,1488,Fat,10.1,g
13186,1488,Cholesterol,0.0,mg
13187,1488,Vitamin A,451.0,mcg
13188,1488,Vitamin B1,-0.2,mg
13189,1488,Vitamin B2,-0.2,mg
13190,1488,Vitamin B3,0.5,mg
13191,1488,Vitamin C,15.4,mg
13192,1488,Folic Acid,49.6,mcg
13193,1488,Calcium,200.4,mg
13194,1488,Iron,1.8,mg
13195,1488,Magnesium,0.0,mg
13196,1488,Phosphorus,0.0,mg
13197,1488,Sodium,15.1,mg
13198,1488,Potassium,77.7,mg
13199,1488,Zinc,0.6,mg
13200,1489,Energy,196.0,cal
13201,1489,Protein,7.9,g
13202,1489,Carbohydrates,18.4,g
13203,1489,Fiber,6.7,g
13204,1489,Fat,10.1,g
13205,1489,Cholesterol,0.0,mg
13206,1489,Vitamin A,451.0,mcg
13207,1489,Vitamin B1,-0.2,mg
13208,1489,Vitamin B2,-0.2,mg
13209,1489,Vitamin B3,0.5,mg
13210,1489,Vitamin C,15.4,mg
13211,1489,Folic Acid,49.6,mcg
13212,1489,Calcium,200.4,mg
13213,1489,Iron,1.8,mg
13214,1489,Magnesium,0.0,mg
13215,1489,Phosphorus,0.0,mg
13216,1489,Sodium,15.1,mg
13217,1489,Potassium,77.7,mg
13218,1489,Zinc,0.6,mg
13219,1490,Energy,196.0,cal
13220,1490,Protein,7.9,g
13221,1490,Carbohydrates,18.4,g
13222,1490,Fiber,6.7,g
13223,1490,Fat,10.1,g
13224,1490,Cholesterol,0.0,mg
13225,1490,Vitamin A,451.0,mcg
13226,1490,Vitamin B1,-0.2,mg
13227,1490,Vitamin B2,-0.2,mg
13228,1490,Vitamin B3,0.5,mg
13229,1490,Vitamin C,15.4,mg
13230,1490,Folic Acid,49.6,mcg
13231,1490,Calcium,200.4,mg
13232,1490,Iron,1.8,mg
13233,1490,Magnesium,0.0,mg
13234,1490,Phosphorus,0.0,mg
13235,1490,Sodium,15.1,mg
13236,1490,Potassium,77.7,mg
13237,1490,Zinc,0.6,mg
13238,1491,Energy,196.0,cal
13239,1491,Protein,7.9,g
13240,1491,Carbohydrates,18.4,g
13241,1491,Fiber,6.7,g
13242,1491,Fat,10.1,g
13243,1491,Cholesterol,0.0,mg
13244,1491,Vitamin A,451.0,mcg
13245,1491,Vitamin B1,-0.2,mg
13246,1491,Vitamin B2,-0.2,mg
13247,1491,Vitamin B3,0.5,mg
13248,1491,Vitamin C,15.4,mg
13249,1491,Folic Acid,49.6,mcg
13250,1491,Calcium,200.4,mg
13251,1491,Iron,1.8,mg
13252,1491,Magnesium,0.0,mg
13253,1491,Phosphorus,0.0,mg
13254,1491,Sodium,15.1,mg
13255,1491,Potassium,77.7,mg
13256,1491,Zinc,0.6,mg
13257,1492,Energy,144.0,cal
13258,1492,Protein,5.7,g
13259,1492,Carbohydrates,26.4,g
13260,1492,Fiber,4.0,g
13261,1492,Fat,2.1,g
13262,1492,Cholesterol,0.0,mg
13263,1492,Sodium,8.7,mg
13264,1493,Energy,142.0,cal
13265,1493,Protein,5.0,g
13266,1493,Carbohydrates,22.6,g
13267,1493,Fiber,3.5,g
13268,1493,Fat,3.9,g
13269,1493,Cholesterol,0.0,mg
13270,1493,Sodium,7.4,mg
13271,1494,Energy,142.0,cal
13272,1494,Protein,5.0,g
13273,1494,Carbohydrates,22.6,g
13274,1494,Fiber,3.5,g
13275,1494,Fat,3.9,g
13276,1494,Cholesterol,0.0,mg
13277,1494,Sodium,7.4,mg
13278,1497,Energy,37.0,cal
13279,1497,Protein,1.3,g
13280,1497,Carbohydrates,3.7,g
13281,1497,Fiber,1.2,g
13282,1497,Fat,2.1,g
13283,1497,Cholesterol,3.3,mg
13284,1497,Sodium,96.4,mg
13285,1498,Energy,37.0,cal
13286,1498,Protein,1.3,g
13287,1498,Carbohydrates,3.7,g
13288,1498,Fiber,1.2,g
13289,1498,Fat,2.1,g
13290,1498,Cholesterol,3.3,mg
13291,1498,Sodium,96.4,mg
13292,1499,Energy,37.0,cal
13293,1499,Protein,1.3,g
13294,1499,Carbohydrates,3.7,g
13295,1499,Fiber,1.2,g
13296,1499,Fat,2.1,g
13297,1499,Cholesterol,3.3,mg
13298,1499,Sodium,96.4,mg
13299,1500,Energy,37.0,cal
13300,1500,Protein,1.3,g
13301,1500,Carbohydrates,3.7,g
13302,1500,Fiber,1.2,g
13303,1500,Fat,2.1,g
13304,1500,Cholesterol,3.3,mg
13305,1500,Sodium,96.4,mg
13306,1501,Energy,93.0,cal
13307,1501,Protein,3.7,g
13308,1501,Carbohydrates,12.2,g
13309,1501,Fiber,0.1,g
13310,1501,Fat,3.2,g
13311,1501,Cholesterol,0.0,mg
13312,1501,Vitamin A,66.3,mcg
13313,1501,Vitamin B1,0.0,mg
13314,1501,Vitamin B2,0.0,mg
13315,1501,Vitamin B3,0.4,mg
13316,1501,Vitamin C,0.0,mg
13317,1501,Folic Acid,0.2,mcg
13318,1501,Calcium,70.7,mg
13319,1501,Iron,0.6,mg
13320,1501,Magnesium,0.0,mg
13321,1501,Phosphorus,0.0,mg
13322,1501,Sodium,11.4,mg
13323,1501,Potassium,23.8,mg
13324,1501,Zinc,0.1,mg
13325,1502,Energy,287.0,cal
13326,1502,Protein,3.5,g
13327,1502,Carbohydrates,39.4,g
13328,1502,Fiber,2.2,g
13329,1502,Fat,12.8,g
13330,1502,Cholesterol,0.0,mg
13331,1502,Vitamin A,320.0,mcg
13332,1502,Vitamin B1,0.0,mg
13333,1502,Vitamin B2,0.0,mg
13334,1502,Vitamin B3,1.0,mg
13335,1502,Vitamin C,4.0,mg
13336,1502,Folic Acid,4.0,mcg
13337,1502,Calcium,10.5,mg
13338,1502,Iron,0.4,mg
13339,1502,Magnesium,0.0,mg
13340,1502,Phosphorus,0.0,mg
13341,1502,Sodium,1.7,mg
13342,1502,Potassium,7.7,mg
13343,1502,Zinc,0.7,mg
13344,1503,Energy,17.0,cal
13345,1503,Protein,0.2,g
13346,1503,Carbohydrates,1.1,g
13347,1503,Fiber,0.0,g
13348,1503,Fat,1.4,g
13349,1503,Cholesterol,0.0,mg
13350,1503,Sodium,26.7,mg
13351,1504,Energy,4.0,cal
13352,1504,Protein,0.2,g
13353,1504,Carbohydrates,0.6,g
13354,1504,Fiber,0.1,g
13355,1504,Fat,0.0,g
13356,1504,Cholesterol,0.0,mg
13357,1504,Sodium,0.3,mg
13358,1505,Energy,2.0,cal
13359,1505,Protein,0.1,g
13360,1505,Carbohydrates,0.4,g
13361,1505,Fiber,0.1,g
13362,1505,Fat,0.0,g
13363,1505,Cholesterol,0.0,mg
13364,1505,Sodium,0.1,mg
13365,1506,Energy,9.0,cal
13366,1506,Protein,0.5,g
