,0,1,2,3
382,56,Potassium,65.4,mg
383,56,Zinc,0.1,mg
384,57,Energy,131.0,cal
385,57,Protein,4.2,g
386,57,Carbohydrates,2.1,g
387,57,Fiber,0.3,g
388,57,Fat,11.8,g
389,57,Cholesterol,0.0,mg
390,57,Sodium,0.0,mg
391,58,Energy,339.0,cal
392,58,Protein,9.8,g
393,58,Carbohydrates,25.1,g
394,58,Fiber,0.2,g
395,58,Fat,18.2,g
396,58,Cholesterol,26.7,mg
397,58,Sodium,31.7,mg
398,59,Energy,224.0,cal
399,59,Protein,3.4,g
400,59,Carbohydrates,24.9,g
401,59,Fiber,0.4,g
402,59,Fat,12.2,g
403,59,Cholesterol,0.0,mg
404,59,Sodium,0.4,mg
405,60,Energy,224.0,cal
406,60,Protein,3.4,g
407,60,Carbohydrates,24.9,g
408,60,Fiber,0.4,g
409,60,Fat,12.2,g
410,60,Cholesterol,0.0,mg
411,60,Sodium,0.4,mg
412,61,Energy,224.0,cal
413,61,Protein,3.4,g
414,61,Carbohydrates,24.9,g
415,61,Fiber,0.4,g
416,61,Fat,12.2,g
417,61,Cholesterol,0.0,mg
418,61,Sodium,0.4,mg
419,62,Energy,31.0,cal
420,62,Protein,0.9,g
421,62,Carbohydrates,1.1,g
422,62,Fiber,0.0,g
423,62,Fat,2.7,g
424,62,Cholesterol,0.8,mg
425,62,Sodium,1.0,mg
426,63,Energy,31.0,cal
427,63,Protein,0.9,g
428,63,Carbohydrates,1.1,g
429,63,Fiber,0.0,g
430,63,Fat,2.7,g
431,63,Cholesterol,0.8,mg
432,63,Sodium,1.0,mg
433,64,Energy,31.0,cal
434,64,Protein,0.9,g
435,64,Carbohydrates,1.1,g
436,64,Fiber,0.0,g
437,64,Fat,2.7,g
438,64,Cholesterol,0.8,mg
439,64,Sodium,1.0,mg
440,65,Energy,99.0,cal
441,65,Protein,2.0,g
442,65,Carbohydrates,8.1,g
443,65,Fiber,0.9,g
444,65,Fat,6.6,g
445,65,Cholesterol,3.8,mg
446,65,Sodium,18.7,mg
447,66,Energy,99.0,cal
448,66,Protein,2.0,g
449,66,Carbohydrates,8.1,g
450,66,Fiber,0.9,g
451,66,Fat,6.6,g
452,66,Cholesterol,3.8,mg
453,66,Sodium,18.7,mg
454,68,Energy,75.0,cal
455,68,Protein,1.6,g
456,68,Carbohydrates,6.0,g
457,68,Fiber,0.6,g
458,68,Fat,4.9,g
459,68,Cholesterol,0.0,mg
460,68,Sodium,0.3,mg
461,69,Energy,75.0,cal
462,69,Protein,1.6,g
463,69,Carbohydrates,6.0,g
464,69,Fiber,0.6,g
465,69,Fat,4.9,g
466,69,Cholesterol,0.0,mg
467,69,Sodium,0.3,mg
468,70,Energy,131.0,cal
469,70,Protein,2.0,g
470,70,Carbohydrates,13.7,g
471,70,Fiber,2.4,g
472,70,Fat,7.6,g
473,70,Cholesterol,0.0,mg
474,70,Sodium,144.9,mg
475,71,Energy,157.0,cal
476,71,Protein,2.8,g
477,71,Carbohydrates,20.4,g
478,71,Fiber,2.2,g
479,71,Fat,6.2,g
480,71,Cholesterol,6.0,mg
481,71,Sodium,13.1,mg
482,72,Energy,157.0,cal
483,72,Protein,2.8,g
484,72,Carbohydrates,20.4,g
485,72,Fiber,2.2,g
486,72,Fat,6.2,g
487,72,Cholesterol,6.0,mg
488,72,Sodium,13.1,mg
489,73,Energy,120.0,cal
490,73,Protein,2.1,g
491,73,Carbohydrates,15.7,g
492,73,Fiber,1.5,g
493,73,Fat,5.4,g
494,73,Cholesterol,0.6,mg
495,73,Sodium,11.6,mg
496,74,Energy,357.0,cal
497,74,Protein,4.7,g
498,74,Carbohydrates,53.5,g
499,74,Fiber,6.3,g
500,74,Fat,12.6,g
501,74,Cholesterol,0.0,mg
502,74,Vitamin A,643.4,mcg
503,74,Vitamin B1,0.2,mg
504,74,Vitamin B2,0.1,mg
505,74,Vitamin B3,1.5,mg
506,74,Vitamin C,41.5,mg
507,74,Folic Acid,16.0,mcg
508,74,Calcium,182.5,mg
509,74,Iron,1.4,mg
510,74,Magnesium,0.0,mg
511,74,Phosphorus,0.0,mg
512,74,Sodium,117.3,mg
513,74,Potassium,641.4,mg
514,74,Zinc,0.4,mg
515,75,Energy,357.0,cal
516,75,Protein,4.7,g
517,75,Carbohydrates,53.5,g
518,75,Fiber,6.3,g
519,75,Fat,12.6,g
520,75,Cholesterol,0.0,mg
521,75,Vitamin A,643.4,mcg
522,75,Vitamin B1,0.2,mg
523,75,Vitamin B2,0.1,mg
524,75,Vitamin B3,1.5,mg
525,75,Vitamin C,41.5,mg
526,75,Folic Acid,16.0,mcg
527,75,Calcium,182.5,mg
528,75,Iron,1.4,mg
529,75,Magnesium,0.0,mg
530,75,Phosphorus,0.0,mg
531,75,Sodium,117.3,mg
532,75,Potassium,641.4,mg
533,75,Zinc,0.4,mg
534,78,Energy,205.0,cal
535,78,Protein,1.9,g
536,78,Carbohydrates,11.8,g
537,78,Fiber,2.7,g
538,78,Fat,16.8,g
539,78,Cholesterol,0.0,mg
540,78,Sodium,12.3,mg
541,79,Energy,525.0,cal
542,79,Protein,15.5,g
543,79,Carbohydrates,50.4,g
544,79,Fiber,11.4,g
545,79,Fat,29.1,g
546,79,Cholesterol,0.0,mg
547,79,Sodium,54.4,mg
548,80,Energy,525.0,cal
549,80,Protein,15.5,g
550,80,Carbohydrates,50.4,g
551,80,Fiber,11.4,g
552,80,Fat,29.1,g
553,80,Cholesterol,0.0,mg
554,80,Sodium,54.4,mg
555,81,Energy,525.0,cal
556,81,Protein,15.5,g
557,81,Carbohydrates,50.4,g
558,81,Fiber,11.4,g
559,81,Fat,29.1,g
560,81,Cholesterol,0.0,mg
561,81,Sodium,54.4,mg
562,82,Energy,212.0,cal
563,82,Protein,2.5,g
564,82,Carbohydrates,33.2,g
565,82,Fiber,2.7,g
566,82,Fat,7.7,g
567,82,Cholesterol,0.0,mg
568,82,Sodium,155.1,mg
569,83,Energy,212.0,cal
570,83,Protein,2.5,g
571,83,Carbohydrates,33.2,g
572,83,Fiber,2.7,g
573,83,Fat,7.7,g
574,83,Cholesterol,0.0,mg
575,83,Sodium,155.1,mg
576,84,Energy,212.0,cal
577,84,Protein,2.5,g
578,84,Carbohydrates,33.2,g
579,84,Fiber,2.7,g
580,84,Fat,7.7,g
581,84,Cholesterol,0.0,mg
582,84,Sodium,155.1,mg
583,85,Energy,122.0,cal
584,85,Protein,3.1,g
585,85,Carbohydrates,12.3,g
586,85,Fiber,0.4,g
587,85,Fat,6.7,g
588,85,Cholesterol,1.9,mg
589,85,Vitamin A,60.8,mcg
590,85,Vitamin B1,0.0,mg
591,85,Vitamin B2,0.0,mg
592,85,Vitamin B3,0.4,mg
593,85,Vitamin C,3.9,mg
594,85,Folic Acid,3.9,mcg
595,85,Calcium,50.9,mg
596,85,Iron,0.4,mg
597,85,Magnesium,0.0,mg
598,85,Phosphorus,0.0,mg
599,85,Sodium,55.8,mg
600,85,Potassium,62.8,mg
601,85,Zinc,0.1,mg
602,86,Energy,122.0,cal
603,86,Protein,3.1,g
604,86,Carbohydrates,12.3,g
605,86,Fiber,0.4,g
606,86,Fat,6.7,g
607,86,Cholesterol,1.9,mg
608,86,Vitamin A,60.8,mcg
609,86,Vitamin B1,0.0,mg
610,86,Vitamin B2,0.0,mg
611,86,Vitamin B3,0.4,mg
612,86,Vitamin C,3.9,mg
613,86,Folic Acid,3.9,mcg
614,86,Calcium,50.9,mg
615,86,Iron,0.4,mg
616,86,Magnesium,0.0,mg
617,86,Phosphorus,0.0,mg
618,86,Sodium,55.8,mg
619,86,Potassium,62.8,mg
620,86,Zinc,0.1,mg
621,87,Energy,122.0,cal
622,87,Protein,3.1,g
623,87,Carbohydrates,12.3,g
624,87,Fiber,0.4,g
625,87,Fat,6.7,g
626,87,Cholesterol,1.9,mg
627,87,Vitamin A,60.8,mcg
628,87,Vitamin B1,0.0,mg
629,87,Vitamin B2,0.0,mg
630,87,Vitamin B3,0.4,mg
631,87,Vitamin C,3.9,mg
632,87,Folic Acid,3.9,mcg
633,87,Calcium,50.9,mg
634,87,Iron,0.4,mg
635,87,Magnesium,0.0,mg
636,87,Phosphorus,0.0,mg
637,87,Sodium,55.8,mg
638,87,Potassium,62.8,mg
639,87,Zinc,0.1,mg
640,88,Energy,150.0,cal
641,88,Protein,1.0,g
642,88,Carbohydrates,14.0,g
643,88,Fiber,1.1,g
644,88,Fat,10.1,g
645,88,Cholesterol,0.0,mg
646,88,Vitamin A,243.1,mcg
647,88,Vitamin B1,0.1,mg
648,88,Vitamin B2,0.0,mg
649,88,Vitamin B3,0.8,mg
650,88,Vitamin C,13.1,mg
651,88,Folic Acid,10.4,mcg
652,88,Calcium,9.8,mg
653,88,Iron,0.3,mg
654,88,Magnesium,0.0,mg
655,88,Phosphorus,0.0,mg
656,88,Sodium,7.9,mg
657,88,Potassium,156.6,mg
658,88,Zinc,0.3,mg
659,89,Energy,148.0,cal
660,89,Protein,2.8,g
661,89,Carbohydrates,28.1,g
662,89,Fiber,2.2,g
663,89,Fat,2.7,g
664,89,Cholesterol,0.0,mg
665,89,Vitamin A,32.2,mcg
666,89,Vitamin B1,0.0,mg
667,89,Vitamin B2,0.0,mg
668,89,Vitamin B3,1.0,mg
669,89,Vitamin C,13.3,mg
670,89,Calcium,10.8,mg
671,89,Iron,0.5,mg
672,89,Folic Acid,5.3,mcg
673,89,Sodium,11.7,mg
674,89,Potassium,68.1,mg
675,89,Zinc,0.6,mg
676,90,Energy,303.0,cal
677,90,Protein,5.1,g
678,90,Carbohydrates,55.1,g
679,90,Fiber,3.6,g
680,90,Fat,6.9,g
681,90,Cholesterol,0.0,mg
682,90,Vitamin A,68.2,mcg
683,90,Vitamin B1,0.1,mg
684,90,Vitamin B2,0.1,mg
685,90,Vitamin B3,1.6,mg
686,90,Vitamin C,13.3,mg
687,90,Folic Acid,8.1,mcg
688,90,Calcium,14.3,mg
689,90,Iron,0.8,mg
690,90,Magnesium,0.0,mg
691,90,Phosphorus,0.0,mg
692,90,Sodium,11.7,mg
693,90,Potassium,68.1,mg
694,90,Zinc,1.0,mg
695,91,Energy,318.0,cal
696,91,Protein,5.2,g
697,91,Carbohydrates,56.4,g
698,91,Fiber,3.7,g
699,91,Fat,7.9,g
700,91,Cholesterol,0.0,mg
701,91,Sodium,15.6,mg
702,92,Energy,318.0,cal
703,92,Protein,5.2,g
704,92,Carbohydrates,56.4,g
705,92,Fiber,3.7,g
706,92,Fat,7.9,g
707,92,Cholesterol,0.0,mg
708,92,Sodium,15.6,mg
709,93,Energy,341.0,cal
710,93,Protein,3.6,g
711,93,Carbohydrates,30.5,g
712,93,Fiber,4.7,g
713,93,Fat,22.9,g
714,93,Cholesterol,0.0,mg
715,93,Sodium,8764.5,mg
716,94,Energy,208.0,cal
717,94,Protein,3.0,g
718,94,Carbohydrates,23.7,g
719,94,Fiber,3.7,g
720,94,Fat,11.3,g
721,94,Cholesterol,0.0,mg
722,94,Sodium,39.9,mg
723,95,Energy,208.0,cal
724,95,Protein,3.0,g
725,95,Carbohydrates,23.7,g
726,95,Fiber,3.7,g
727,95,Fat,11.3,g
728,95,Cholesterol,0.0,mg
729,95,Sodium,39.9,mg
730,96,Energy,208.0,cal
731,96,Protein,3.0,g
732,96,Carbohydrates,23.7,g
733,96,Fiber,3.7,g
734,96,Fat,11.3,g
735,96,Cholesterol,0.0,mg
736,96,Sodium,39.9,mg
737,97,Energy,95.0,cal
738,97,Protein,1.5,g
739,97,Carbohydrates,20.7,g
740,97,Fiber,2.4,g
741,97,Fat,0.7,g
742,97,Cholesterol,1.9,mg
743,97,Sodium,15.6,mg
744,98,Energy,169.0,cal
745,98,Protein,0.9,g
746,98,Carbohydrates,12.0,g
747,98,Fiber,0.9,g
748,98,Fat,13.1,g
749,98,Cholesterol,0.0,mg
750,98,Vitamin A,128.5,mcg
751,98,Vitamin B1,0.1,mg
752,98,Vitamin B2,0.0,mg
753,98,Vitamin B3,0.6,mg
754,98,Vitamin C,9.3,mg
755,98,Folic Acid,8.8,mcg
756,98,Calcium,9.5,mg
757,98,Iron,0.3,mg
758,98,Magnesium,0.0,mg
759,98,Phosphorus,0.0,mg
760,98,Sodium,5.7,mg
761,98,Potassium,131.3,mg
762,98,Zinc,0.3,mg
763,99,Energy,86.0,cal
764,99,Protein,1.1,g
765,99,Carbohydrates,7.8,g
766,99,Fiber,0.1,g
767,99,Fat,5.6,g
768,99,Cholesterol,0.0,mg
769,99,Vitamin A,52.6,mcg
770,99,Vitamin B1,0.0,mg
771,99,Vitamin B2,0.0,mg
772,99,Vitamin B3,0.3,mg
773,99,Vitamin C,0.3,mg
774,99,Folic Acid,0.3,mcg
775,99,Calcium,2.5,mg
776,99,Iron,0.3,mg
777,99,Magnesium,0.0,mg
778,99,Phosphorus,0.0,mg
779,99,Sodium,1.1,mg
780,99,Potassium,17.6,mg
781,99,Zinc,0.1,mg
782,100,Energy,194.0,cal
783,100,Protein,2.2,g
784,100,Carbohydrates,34.8,g
785,100,Fiber,2.4,g
786,100,Fat,5.2,g
787,100,Cholesterol,0.0,mg
788,100,Sodium,15.2,mg
789,101,Energy,194.0,cal
790,101,Protein,2.2,g
791,101,Carbohydrates,34.8,g
792,101,Fiber,2.4,g
793,101,Fat,5.2,g
794,101,Cholesterol,0.0,mg
795,101,Sodium,15.2,mg
796,102,Energy,76.0,cal
797,102,Protein,1.3,g
798,102,Carbohydrates,10.7,g
799,102,Fiber,0.5,g
800,102,Fat,3.1,g
801,102,Cholesterol,0.0,mg
802,102,Sodium,2.6,mg
803,103,Energy,478.0,cal
804,103,Protein,8.8,g
805,103,Carbohydrates,24.5,g
806,103,Fiber,1.5,g
807,103,Fat,37.2,g
808,103,Cholesterol,0.0,mg
809,103,Vitamin A,307.9,mcg
810,103,Vitamin B1,0.3,mg
811,103,Vitamin B2,0.1,mg
812,103,Vitamin B3,1.2,mg
813,103,Vitamin C,13.3,mg
814,103,Folic Acid,14.5,mcg
815,103,Calcium,134.1,mg
816,103,Iron,2.0,mg
817,103,Magnesium,0.0,mg
818,103,Phosphorus,0.0,mg
819,103,Sodium,17.1,mg
820,103,Potassium,224.4,mg
821,103,Zinc,1.9,mg
822,104,Energy,174.0,cal
823,104,Protein,2.1,g
824,104,Carbohydrates,23.9,g
825,104,Fiber,2.8,g
826,104,Fat,7.8,g
827,104,Cholesterol,0.0,mg
828,104,Sodium,18.3,mg
829,105,Energy,243.0,cal
830,105,Protein,2.4,g
831,105,Carbohydrates,12.6,g
832,105,Fiber,4.1,g
833,105,Fat,20.4,g
834,105,Cholesterol,0.0,mg
835,105,Sodium,33.5,mg
836,106,Energy,243.0,cal
837,106,Protein,2.4,g
838,106,Carbohydrates,12.6,g
839,106,Fiber,4.1,g
840,106,Fat,20.4,g
841,106,Cholesterol,0.0,mg
842,106,Sodium,33.5,mg
843,107,Energy,160.0,cal
844,107,Protein,3.4,g
845,107,Carbohydrates,24.8,g
846,107,Fiber,0.9,g
847,107,Fat,5.3,g
848,107,Cholesterol,0.0,mg
849,107,Vitamin A,239.6,mcg
850,107,Vitamin B1,0.1,mg
851,107,Vitamin B2,0.0,mg
852,107,Vitamin B3,0.8,mg
853,107,Vitamin C,8.7,mg
854,107,Folic Acid,4.4,mcg
855,107,Calcium,27.6,mg
856,107,Iron,0.8,mg
857,107,Magnesium,0.0,mg
858,107,Phosphorus,0.0,mg
859,107,Sodium,7.7,mg
860,107,Potassium,90.1,mg
861,107,Zinc,0.3,mg
862,108,Energy,92.0,cal
863,108,Protein,4.8,g
864,108,Carbohydrates,15.0,g
865,108,Fiber,3.4,g
