recipe_id,key,value,unit
4381,Sodium,0.7,mg
4381,Potassium,3.4,mg
4381,Zinc,0.9,mg
4382,Energy,1639,cal
4382,Protein,12.6,g
4382,Carbohydrates,365.3,g
4382,Fiber,11.8,g
4382,Fat,13.3,g
4382,Cholesterol,0.2,mg
4382,Sodium,349.8,mg
4383,Energy,28,cal
4383,Protein,0.7,g
4383,Carbohydrates,4.1,g
4383,Fiber,1.6,g
4383,Fat,1,g
4383,Cholesterol,0,mg
4383,Sodium,11.7,mg
4385,Energy,14,cal
4385,Protein,0.4,g
4385,Carbohydrates,2.6,g
4385,Fiber,0,g
4385,Fat,0.2,g
4385,Cholesterol,0.6,mg
4385,Sodium,2.1,mg
4386,Energy,14,cal
4386,Protein,0.4,g
4386,Carbohydrates,2.6,g
4386,Fiber,0,g
4386,Fat,0.2,g
4386,Cholesterol,0.6,mg
4386,Sodium,2.1,mg
4387,Energy,64,cal
4387,Protein,0.7,g
4387,Carbohydrates,14.4,g
4387,Fiber,1.6,g
4387,Fat,0.4,g
4387,Cholesterol,0.1,mg
4387,Sodium,80.2,mg
4388,Energy,268,cal
4388,Protein,3.8,g
4388,Carbohydrates,48.3,g
4388,Fiber,2.2,g
4388,Fat,6.8,g
4388,Cholesterol,0,mg
4388,Sodium,137.1,mg
4389,Energy,57,cal
4389,Protein,0.7,g
4389,Carbohydrates,14,g
4389,Fiber,0.9,g
4389,Fat,0.2,g
4389,Cholesterol,0,mg
4389,Vitamin A,311.4,mcg
4389,Vitamin B1,0,mg
4389,Vitamin B2,0.1,mg
4389,Vitamin B3,0.2,mg
4389,Vitamin C,28.1,mg
4389,Folic Acid,0.3,mcg
4389,Calcium,21.5,mg
4389,Iron,5.6,mg
4389,Magnesium,0,mg
4389,Phosphorus,0,mg
4389,Sodium,21.8,mg
4389,Potassium,195.5,mg
4389,Zinc,1,mg
4390,Energy,51,cal
4390,Protein,0.5,g
4390,Carbohydrates,11.9,g
4390,Fiber,1.2,g
4390,Fat,0.3,g
4390,Cholesterol,0,mg
4390,Sodium,89.7,mg
4391,Energy,51,cal
4391,Protein,0.5,g
4391,Carbohydrates,11.9,g
4391,Fiber,1.2,g
4391,Fat,0.3,g
4391,Cholesterol,0,mg
4391,Sodium,89.7,mg
4392,Energy,147,cal
4392,Protein,1.1,g
4392,Carbohydrates,34.3,g
4392,Fiber,3.3,g
4392,Fat,0.5,g
4392,Cholesterol,0,mg
4392,Sodium,196.9,mg
4393,Energy,29,cal
4393,Protein,0.7,g
4393,Carbohydrates,5.8,g
4393,Fiber,1.6,g
4393,Fat,0.4,g
4393,Cholesterol,0,mg
4393,Sodium,162.1,mg
4394,Energy,55,cal
4394,Protein,0.8,g
4394,Carbohydrates,12.2,g
4394,Fiber,1.6,g
4394,Fat,0.3,g
4394,Cholesterol,0,mg
4394,Sodium,82.4,mg
4395,Energy,55,cal
4395,Protein,0.8,g
4395,Carbohydrates,12.2,g
4395,Fiber,1.6,g
4395,Fat,0.3,g
4395,Cholesterol,0,mg
4395,Sodium,82.4,mg
4396,Energy,55,cal
4396,Protein,0.8,g
4396,Carbohydrates,12.2,g
4396,Fiber,1.6,g
4396,Fat,0.3,g
4396,Cholesterol,0,mg
4396,Sodium,82.4,mg
4397,Energy,55,cal
4397,Protein,0.8,g
4397,Carbohydrates,12.2,g
4397,Fiber,1.6,g
4397,Fat,0.3,g
4397,Cholesterol,0,mg
4397,Sodium,82.4,mg
4398,Energy,55,cal
4398,Protein,0.8,g
4398,Carbohydrates,12.2,g
4398,Fiber,1.6,g
4398,Fat,0.3,g
4398,Cholesterol,0,mg
4398,Sodium,82.4,mg
4399,Energy,265,cal
4399,Protein,4.2,g
4399,Carbohydrates,48.5,g
4399,Fiber,2.8,g
4399,Fat,5.3,g
4399,Cholesterol,4.8,mg
4399,Sodium,131.3,mg
4400,Energy,113,cal
4400,Protein,0.2,g
4400,Carbohydrates,21,g
4400,Fiber,0.5,g
4400,Fat,3.4,g
4400,Cholesterol,0,mg
4400,Sodium,151.3,mg
4401,Energy,113,cal
4401,Protein,0.2,g
4401,Carbohydrates,21,g
4401,Fiber,0.5,g
4401,Fat,3.4,g
4401,Cholesterol,0,mg
4401,Sodium,151.3,mg
4402,Energy,113,cal
4402,Protein,0.2,g
4402,Carbohydrates,21,g
4402,Fiber,0.5,g
4402,Fat,3.4,g
4402,Cholesterol,0,mg
4402,Sodium,151.3,mg
4403,Energy,113,cal
4403,Protein,0.2,g
4403,Carbohydrates,21,g
4403,Fiber,0.5,g
4403,Fat,3.4,g
4403,Cholesterol,0,mg
4403,Sodium,151.3,mg
4404,Energy,205,cal
4404,Protein,4.1,g
4404,Carbohydrates,12.9,g
4404,Fiber,3.8,g
4404,Fat,15.3,g
4404,Cholesterol,0,mg
4404,Sodium,22.6,mg
4405,Energy,267,cal
4405,Protein,7.9,g
4405,Carbohydrates,29.4,g
4405,Fiber,11.7,g
4405,Fat,13.1,g
4405,Cholesterol,0,mg
4405,Sodium,26.7,mg
4406,Energy,96,cal
4406,Protein,2.9,g
4406,Carbohydrates,12.7,g
4406,Fiber,2.2,g
4406,Fat,3.6,g
4406,Cholesterol,1.9,mg
4406,Sodium,6,mg
4407,Energy,96,cal
4407,Protein,2.9,g
4407,Carbohydrates,12.7,g
4407,Fiber,2.2,g
4407,Fat,3.6,g
4407,Cholesterol,1.9,mg
4407,Sodium,6,mg
4409,Energy,218,cal
4409,Protein,14,g
4409,Carbohydrates,36.1,g
4409,Fiber,6.5,g
4409,Fat,2,g
4409,Cholesterol,0,mg
4409,Sodium,24.8,mg
4410,Energy,218,cal
4410,Protein,14,g
4410,Carbohydrates,36.1,g
4410,Fiber,6.5,g
4410,Fat,2,g
4410,Cholesterol,0,mg
4410,Sodium,24.8,mg
4411,Energy,250,cal
4411,Protein,4.2,g
4411,Carbohydrates,42.5,g
4411,Fiber,3.4,g
4411,Fat,7,g
4411,Cholesterol,0,mg
4411,Vitamin A,485.6,mcg
4411,Vitamin B1,0,mg
4411,Vitamin B2,0.1,mg
4411,Vitamin B3,1.1,mg
4411,Vitamin C,7.3,mg
4411,Folic Acid,4.3,mcg
4411,Calcium,60.6,mg
4411,Iron,0.6,mg
4411,Magnesium,0,mg
4411,Phosphorus,0,mg
4411,Sodium,43.7,mg
4411,Potassium,5.4,mg
4411,Zinc,0.7,mg
4412,Energy,46,cal
4412,Protein,0.7,g
4412,Carbohydrates,9.1,g
4412,Fiber,0.3,g
4412,Fat,0.6,g
4412,Cholesterol,0,mg
4412,Sodium,0.4,mg
4413,Energy,46,cal
4413,Protein,0.7,g
4413,Carbohydrates,9.1,g
4413,Fiber,0.3,g
4413,Fat,0.6,g
4413,Cholesterol,0,mg
4413,Sodium,0.4,mg
4414,Energy,214,cal
4414,Protein,3.9,g
4414,Carbohydrates,27.1,g
4414,Fiber,3.7,g
4414,Fat,10.2,g
4414,Cholesterol,0.8,mg
4414,Sodium,17.1,mg
4415,Energy,214,cal
4415,Protein,3.9,g
4415,Carbohydrates,27.1,g
4415,Fiber,3.7,g
4415,Fat,10.2,g
4415,Cholesterol,0.8,mg
4415,Sodium,17.1,mg
4416,Energy,83,cal
4416,Protein,3.9,g
4416,Carbohydrates,14.8,g
4416,Fiber,3.2,g
4416,Fat,1,g
4416,Cholesterol,0,mg
4416,Sodium,12.7,mg
4417,Energy,86,cal
4417,Protein,3.5,g
4417,Carbohydrates,14.8,g
4417,Fiber,2.4,g
4417,Fat,1.6,g
4417,Cholesterol,0,mg
4417,Sodium,9.7,mg
4418,Energy,86,cal
4418,Protein,3.5,g
4418,Carbohydrates,14.8,g
4418,Fiber,2.4,g
4418,Fat,1.6,g
4418,Cholesterol,0,mg
4418,Sodium,9.7,mg
4419,Energy,141,cal
4419,Protein,7.8,g
4419,Carbohydrates,21.7,g
4419,Fiber,4.7,g
4419,Fat,2.5,g
4419,Cholesterol,0,mg
4419,Sodium,17.2,mg
4420,Energy,60,cal
4420,Protein,0.9,g
4420,Carbohydrates,6.6,g
4420,Fiber,0.8,g
4420,Fat,3.3,g
4420,Cholesterol,0.2,mg
4420,Sodium,1.9,mg
4421,Energy,75,cal
4421,Protein,1.5,g
4421,Carbohydrates,14.4,g
4421,Fiber,1.7,g
4421,Fat,1.5,g
4421,Cholesterol,0,mg
4421,Sodium,3.2,mg
4422,Energy,95,cal
4422,Protein,1.2,g
4422,Carbohydrates,12.2,g
4422,Fiber,1.3,g
4422,Fat,4.8,g
4422,Cholesterol,0,mg
4422,Sodium,2.3,mg
4423,Energy,351,cal
4423,Protein,9.8,g
4423,Carbohydrates,26.6,g
4423,Fiber,2.9,g
4423,Fat,21.5,g
4423,Cholesterol,0,mg
4423,Vitamin A,435.2,mcg
4423,Vitamin B1,0.2,mg
4423,Vitamin B2,0.2,mg
4423,Vitamin B3,0.5,mg
4423,Vitamin C,8.3,mg
4423,Folic Acid,26.6,mcg
4423,Calcium,253.4,mg
4423,Iron,1.4,mg
4423,Magnesium,0,mg
4423,Phosphorus,0,mg
4423,Sodium,31,mg
4423,Potassium,238.7,mg
4423,Zinc,1,mg
4424,Energy,351,cal
4424,Protein,9.8,g
4424,Carbohydrates,26.6,g
4424,Fiber,2.9,g
4424,Fat,21.5,g
4424,Cholesterol,0,mg
4424,Vitamin A,435.2,mcg
4424,Vitamin B1,0.2,mg
4424,Vitamin B2,0.2,mg
4424,Vitamin B3,0.5,mg
4424,Vitamin C,8.3,mg
4424,Folic Acid,26.6,mcg
4424,Calcium,253.4,mg
4424,Iron,1.4,mg
4424,Magnesium,0,mg
4424,Phosphorus,0,mg
4424,Sodium,31,mg
4424,Potassium,238.7,mg
4424,Zinc,1,mg
4425,Energy,351,cal
4425,Protein,9.8,g
4425,Carbohydrates,26.6,g
4425,Fiber,2.9,g
4425,Fat,21.5,g
4425,Cholesterol,0,mg
4425,Vitamin A,435.2,mcg
4425,Vitamin B1,0.2,mg
4425,Vitamin B2,0.2,mg
4425,Vitamin B3,0.5,mg
4425,Vitamin C,8.3,mg
4425,Folic Acid,26.6,mcg
4425,Calcium,253.4,mg
4425,Iron,1.4,mg
4425,Magnesium,0,mg
4425,Phosphorus,0,mg
4425,Sodium,31,mg
4425,Potassium,238.7,mg
4425,Zinc,1,mg
4426,Energy,145,cal
4426,Protein,3.4,g
4426,Carbohydrates,5.4,g
4426,Fiber,2.5,g
4426,Fat,11,g
4426,Cholesterol,8,mg
4426,Sodium,30.8,mg
4427,Energy,145,cal
4427,Protein,3.4,g
4427,Carbohydrates,5.4,g
4427,Fiber,2.5,g
4427,Fat,11,g
4427,Cholesterol,8,mg
4427,Sodium,30.8,mg
4428,Energy,145,cal
4428,Protein,3.4,g
4428,Carbohydrates,5.4,g
4428,Fiber,2.5,g
4428,Fat,11,g
4428,Cholesterol,8,mg
4428,Sodium,30.8,mg
4429,Energy,106,cal
4429,Protein,5.6,g
4429,Carbohydrates,14,g
4429,Fiber,4.2,g
4429,Fat,3.1,g
4429,Cholesterol,0,mg
4429,Sodium,27.9,mg
4431,Energy,138,cal
4431,Protein,2.6,g
4431,Carbohydrates,8.9,g
4431,Fiber,2.4,g
4431,Fat,10.1,g
4431,Cholesterol,2.7,mg
4431,Sodium,19.9,mg
4432,Energy,138,cal
4432,Protein,2.6,g
4432,Carbohydrates,8.9,g
4432,Fiber,2.4,g
4432,Fat,10.1,g
4432,Cholesterol,2.7,mg
4432,Sodium,19.9,mg
4433,Energy,37,cal
4433,Protein,0.9,g
4433,Carbohydrates,4.6,g
4433,Fiber,0.9,g
4433,Fat,1.7,g
4433,Cholesterol,0,mg
4433,Sodium,4.2,mg
4434,Energy,37,cal
4434,Protein,0.9,g
4434,Carbohydrates,4.6,g
4434,Fiber,0.9,g
4434,Fat,1.7,g
4434,Cholesterol,0,mg
4434,Sodium,4.2,mg
4435,Energy,294,cal
4435,Protein,6.5,g
4435,Carbohydrates,12.4,g
4435,Fiber,4.2,g
4435,Fat,23.4,g
4435,Cholesterol,6.4,mg
4435,Sodium,30.6,mg
4436,Energy,294,cal
4436,Protein,6.5,g
4436,Carbohydrates,12.4,g
4436,Fiber,4.2,g
4436,Fat,23.4,g
4436,Cholesterol,6.4,mg
4436,Sodium,30.6,mg
4437,Energy,294,cal
4437,Protein,6.5,g
4437,Carbohydrates,12.4,g
4437,Fiber,4.2,g
4437,Fat,23.4,g
4437,Cholesterol,6.4,mg
4437,Sodium,30.6,mg
4438,Energy,294,cal
4438,Protein,6.5,g
4438,Carbohydrates,12.4,g
4438,Fiber,4.2,g
4438,Fat,23.4,g
4438,Cholesterol,6.4,mg
4438,Sodium,30.6,mg
4439,Energy,95,cal
4439,Protein,3.2,g
4439,Carbohydrates,18,g
4439,Fiber,3.2,g
4439,Fat,1.5,g
4439,Cholesterol,0,mg
4439,Sodium,6.2,mg
4440,Energy,213,cal
4440,Protein,11.9,g
4440,Carbohydrates,34.5,g
4440,Fiber,9.1,g
4440,Fat,3.1,g
4440,Cholesterol,0,mg
4440,Sodium,46.9,mg
4441,Energy,213,cal
4441,Protein,11.9,g
4441,Carbohydrates,34.5,g
4441,Fiber,9.1,g
4441,Fat,3.1,g
4441,Cholesterol,0,mg
4441,Sodium,46.9,mg
4442,Energy,213,cal
4442,Protein,11.9,g
4442,Carbohydrates,34.5,g
4442,Fiber,9.1,g
4442,Fat,3.1,g
4442,Cholesterol,0,mg
4442,Sodium,46.9,mg
4443,Energy,103,cal
4443,Protein,1.7,g
4443,Carbohydrates,15,g
4443,Fiber,1.9,g
4443,Fat,4.2,g
4443,Cholesterol,0,mg
4443,Sodium,8.1,mg
4444,Energy,156,cal
4444,Protein,10,g
4444,Carbohydrates,22.1,g
4444,Fiber,6.9,g
4444,Fat,3,g
4444,Cholesterol,0,mg
4444,Sodium,17,mg
4445,Energy,203,cal
4445,Protein,10.1,g
4445,Carbohydrates,22.3,g
4445,Fiber,7.2,g
4445,Fat,8,g
4445,Cholesterol,0,mg
4445,Sodium,1958.7,mg
4446,Energy,418,cal
4446,Protein,11.9,g
4446,Carbohydrates,14.9,g
4446,Fiber,3.1,g
4446,Fat,34.6,g
4446,Cholesterol,0,mg
4446,Sodium,37.7,mg
4447,Energy,418,cal
4447,Protein,11.9,g
4447,Carbohydrates,14.9,g
4447,Fiber,3.1,g
4447,Fat,34.6,g
4447,Cholesterol,0,mg
4447,Sodium,37.7,mg
4448,Energy,451,cal
4448,Protein,14.8,g
4448,Carbohydrates,37.6,g
4448,Fiber,2.1,g
4448,Fat,26,g
4448,Cholesterol,0,mg
4448,Vitamin A,508.9,mcg
4448,Vitamin B1,-0.5,mg
4448,Vitamin B2,-0.6,mg
4448,Vitamin B3,0.4,mg
4448,Vitamin C,34.3,mg
4448,Folic Acid,18.1,mcg
4448,Calcium,574.2,mg
4448,Iron,1.8,mg
4448,Magnesium,0,mg
4448,Phosphorus,0,mg
4448,Sodium,22.2,mg
4448,Potassium,372.9,mg
4448,Zinc,1.1,mg
4449,Energy,229,cal
4449,Protein,10.7,g
4449,Carbohydrates,27.6,g
4449,Fiber,8.8,g
4449,Fat,8.4,g
4449,Cholesterol,0,mg
4449,Sodium,10.7,mg
4450,Energy,229,cal
4450,Protein,10.7,g
4450,Carbohydrates,27.6,g
4450,Fiber,8.8,g
4450,Fat,8.4,g
4450,Cholesterol,0,mg
4450,Sodium,10.7,mg
4451,Energy,122,cal
4451,Protein,2.2,g
4451,Carbohydrates,13.2,g
4451,Fiber,2.3,g
4451,Fat,7,g
4451,Cholesterol,0,mg
4451,Sodium,4.8,mg
4452,Energy,226,cal
4452,Protein,6.8,g
4452,Carbohydrates,20.5,g
4452,Fiber,5.3,g
4452,Fat,13,g
4452,Cholesterol,0,mg
4452,Sodium,27.2,mg
4453,Energy,295,cal
4453,Protein,13.6,g
4453,Carbohydrates,41.1,g
4453,Fiber,10.6,g
4453,Fat,8.6,g
4453,Cholesterol,0,mg
4453,Sodium,54.3,mg
4454,Energy,120,cal
4454,Protein,3.8,g
4454,Carbohydrates,19.8,g
4454,Fiber,3.7,g
4454,Fat,3.2,g
4454,Cholesterol,0,mg
4454,Sodium,10.7,mg
4455,Energy,34,cal
4455,Protein,0.3,g
4455,Carbohydrates,1.9,g
4455,Fiber,0.1,g
4455,Fat,2.8,g
4455,Cholesterol,0,mg
4455,Vitamin A,33.7,mcg
4455,Vitamin B1,0,mg
4455,Vitamin B2,0,mg
4455,Vitamin B3,0.1,mg
4455,Vitamin C,0.2,mg
4455,Folic Acid,1,mcg
4455,Calcium,2.7,mg
4455,Iron,0.1,mg
4455,Magnesium,0,mg
4455,Phosphorus,0,mg
4455,Sodium,0.8,mg
4455,Potassium,8.6,mg
4455,Zinc,0.1,mg
4456,Energy,17,cal
4456,Protein,1.2,g
4456,Carbohydrates,2.5,g
4456,Fiber,0.9,g
4456,Fat,0.2,g
4456,Cholesterol,0,mg
4456,Sodium,25.7,mg
4457,Energy,161,cal
4457,Protein,3.4,g
4457,Carbohydrates,18.2,g
4457,Fiber,3.4,g
4457,Fat,8.3,g
4457,Cholesterol,0,mg
4457,Sodium,10,mg
4458,Energy,161,cal
4458,Protein,3.4,g
4458,Carbohydrates,18.2,g
4458,Fiber,3.4,g
4458,Fat,8.3,g
4458,Cholesterol,0,mg
4458,Sodium,10,mg
4459,Energy,76,cal
4459,Protein,1.5,g
4459,Carbohydrates,8.9,g
4459,Fiber,1.5,g
4459,Fat,4,g
4459,Cholesterol,0.2,mg
4459,Sodium,3.1,mg
4460,Energy,105,cal
4460,Protein,2.4,g
4460,Carbohydrates,13.4,g
4460,Fiber,2.3,g
4460,Fat,4.9,g
4460,Cholesterol,0,mg
4460,Sodium,5.1,mg
4461,Energy,88,cal
4461,Protein,7.4,g
4461,Carbohydrates,8.1,g
4461,Fiber,7.8,g
4461,Fat,2.9,g
4461,Cholesterol,0,mg
4461,Sodium,27.4,mg
4462,Energy,175,cal
4462,Protein,9.8,g
4462,Carbohydrates,26.6,g
4462,Fiber,4.8,g
4462,Fat,3.3,g
4462,Cholesterol,0,mg
4462,Sodium,20.2,mg
4463,Energy,245,cal
4463,Protein,8.3,g
4463,Carbohydrates,8.3,g
4463,Fiber,2.3,g
4463,Fat,19.8,g
4463,Cholesterol,0,mg
4463,Vitamin A,806,mcg
4463,Vitamin B1,-0.5,mg
4463,Vitamin B2,-0.4,mg
4463,Vitamin B3,-0.2,mg
4463,Vitamin C,22.9,mg
4463,Folic Acid,12.6,mcg
4463,Calcium,346.9,mg
4463,Iron,0.7,mg
4463,Magnesium,0,mg
4463,Phosphorus,0,mg
4463,Sodium,18.9,mg
4463,Potassium,81.4,mg
4463,Zinc,0.1,mg
4464,Energy,245,cal
4464,Protein,8.3,g
4464,Carbohydrates,8.3,g
4464,Fiber,2.3,g
4464,Fat,19.8,g
4464,Cholesterol,0,mg
4464,Vitamin A,806,mcg
4464,Vitamin B1,-0.5,mg
4464,Vitamin B2,-0.4,mg
4464,Vitamin B3,-0.2,mg
4464,Vitamin C,22.9,mg
4464,Folic Acid,12.6,mcg
4464,Calcium,346.9,mg
4464,Iron,0.7,mg
4464,Magnesium,0,mg
4464,Phosphorus,0,mg
4464,Sodium,18.9,mg
4464,Potassium,81.4,mg
4464,Zinc,0.1,mg
4465,Energy,18,cal
4465,Protein,0,g
4465,Carbohydrates,0,g
4465,Fiber,0,g
4465,Fat,2,g
4465,Cholesterol,0,mg
4465,Sodium,1209.2,mg
4466,Energy,181,cal
4466,Protein,9.5,g
4466,Carbohydrates,26.6,g
4466,Fiber,4.4,g
4466,Fat,4,g
4466,Cholesterol,0,mg
4466,Sodium,17.1,mg
4467,Energy,109,cal
4467,Protein,6.3,g
4467,Carbohydrates,17.7,g
4467,Fiber,2.9,g
4467,Fat,1.4,g
4467,Cholesterol,0,mg
4467,Sodium,11.4,mg
4468,Energy,158,cal
4468,Protein,9.5,g
4468,Carbohydrates,25.4,g
4468,Fiber,4.3,g
4468,Fat,2,g
4468,Cholesterol,0,mg
4468,Sodium,16,mg
4469,Energy,158,cal
4469,Protein,9.5,g
4469,Carbohydrates,25.4,g
4469,Fiber,4.3,g
4469,Fat,2,g
4469,Cholesterol,0,mg
4469,Sodium,16,mg
4470,Energy,235,cal
4470,Protein,6.4,g
4470,Carbohydrates,18.9,g
4470,Fiber,1.1,g
4470,Fat,15.4,g
4470,Cholesterol,0,mg
4470,Sodium,2.7,mg
4471,Energy,307,cal
4471,Protein,10.2,g
4471,Carbohydrates,29,g
4471,Fiber,4.6,g
4471,Fat,17.2,g
4471,Cholesterol,0,mg
4471,Vitamin A,391.6,mcg
4471,Vitamin B1,0.1,mg
4471,Vitamin B2,0.1,mg
4471,Vitamin B3,0.7,mg
4471,Vitamin C,16.6,mg
4471,Folic Acid,36.8,mcg
4471,Calcium,141.8,mg
4471,Iron,2.8,mg
4471,Magnesium,0,mg
4471,Phosphorus,0,mg
4471,Sodium,10.5,mg
4471,Potassium,314.3,mg
4471,Zinc,1.2,mg
4472,Energy,307,cal
4472,Protein,10.2,g
4472,Carbohydrates,29,g
4472,Fiber,4.6,g
4472,Fat,17.2,g
4472,Cholesterol,0,mg
4472,Vitamin A,391.6,mcg
4472,Vitamin B1,0.1,mg
4472,Vitamin B2,0.1,mg
4472,Vitamin B3,0.7,mg
4472,Vitamin C,16.6,mg
4472,Folic Acid,36.8,mcg
4472,Calcium,141.8,mg
4472,Iron,2.8,mg
4472,Magnesium,0,mg
4472,Phosphorus,0,mg
4472,Sodium,10.5,mg
4472,Potassium,314.3,mg
4472,Zinc,1.2,mg
4473,Energy,307,cal
4473,Protein,10.2,g
4473,Carbohydrates,29,g
4473,Fiber,4.6,g
4473,Fat,17.2,g
4473,Cholesterol,0,mg
4473,Vitamin A,391.6,mcg
4473,Vitamin B1,0.1,mg
4473,Vitamin B2,0.1,mg
4473,Vitamin B3,0.7,mg
4473,Vitamin C,16.6,mg
4473,Folic Acid,36.8,mcg
4473,Calcium,141.8,mg
4473,Iron,2.8,mg
4473,Magnesium,0,mg
4473,Phosphorus,0,mg
4473,Sodium,10.5,mg
4473,Potassium,314.3,mg
4473,Zinc,1.2,mg
4474,Energy,307,cal
4474,Protein,10.2,g
4474,Carbohydrates,29,g
4474,Fiber,4.6,g
4474,Fat,17.2,g
4474,Cholesterol,0,mg
4474,Vitamin A,391.6,mcg
4474,Vitamin B1,0.1,mg
4474,Vitamin B2,0.1,mg
4474,Vitamin B3,0.7,mg
4474,Vitamin C,16.6,mg
4474,Folic Acid,36.8,mcg
4474,Calcium,141.8,mg
4474,Iron,2.8,mg
4474,Magnesium,0,mg
4474,Phosphorus,0,mg
4474,Sodium,10.5,mg
4474,Potassium,314.3,mg
4474,Zinc,1.2,mg
4475,Energy,307,cal
4475,Protein,10.2,g
4475,Carbohydrates,29,g
4475,Fiber,4.6,g
4475,Fat,17.2,g
4475,Cholesterol,0,mg
4475,Vitamin A,391.6,mcg
4475,Vitamin B1,0.1,mg
4475,Vitamin B2,0.1,mg
4475,Vitamin B3,0.7,mg
4475,Vitamin C,16.6,mg
4475,Folic Acid,36.8,mcg
4475,Calcium,141.8,mg
4475,Iron,2.8,mg
4475,Magnesium,0,mg
4475,Phosphorus,0,mg
4475,Sodium,10.5,mg
4475,Potassium,314.3,mg
4475,Zinc,1.2,mg
4476,Energy,307,cal
4476,Protein,10.2,g
4476,Carbohydrates,29,g
4476,Fiber,4.6,g
4476,Fat,17.2,g
4476,Cholesterol,0,mg
4476,Vitamin A,391.6,mcg
4476,Vitamin B1,0.1,mg
4476,Vitamin B2,0.1,mg
4476,Vitamin B3,0.7,mg
4476,Vitamin C,16.6,mg
4476,Folic Acid,36.8,mcg
4476,Calcium,141.8,mg
4476,Iron,2.8,mg
4476,Magnesium,0,mg
4476,Phosphorus,0,mg
4476,Sodium,10.5,mg
4476,Potassium,314.3,mg
4476,Zinc,1.2,mg
4477,Energy,307,cal
4477,Protein,10.2,g
4477,Carbohydrates,29,g
4477,Fiber,4.6,g
4477,Fat,17.2,g
4477,Cholesterol,0,mg
4477,Vitamin A,391.6,mcg
4477,Vitamin B1,0.1,mg
4477,Vitamin B2,0.1,mg
4477,Vitamin B3,0.7,mg
4477,Vitamin C,16.6,mg
4477,Folic Acid,36.8,mcg
4477,Calcium,141.8,mg
4477,Iron,2.8,mg
4477,Magnesium,0,mg
4477,Phosphorus,0,mg
4477,Sodium,10.5,mg
4477,Potassium,314.3,mg
4477,Zinc,1.2,mg
4478,Energy,307,cal
4478,Protein,10.2,g
4478,Carbohydrates,29,g
4478,Fiber,4.6,g
4478,Fat,17.2,g
4478,Cholesterol,0,mg
4478,Vitamin A,391.6,mcg
4478,Vitamin B1,0.1,mg
4478,Vitamin B2,0.1,mg
4478,Vitamin B3,0.7,mg
4478,Vitamin C,16.6,mg
4478,Folic Acid,36.8,mcg
4478,Calcium,141.8,mg
4478,Iron,2.8,mg
4478,Magnesium,0,mg
4478,Phosphorus,0,mg
4478,Sodium,10.5,mg
4478,Potassium,314.3,mg
4478,Zinc,1.2,mg
4479,Energy,307,cal
4479,Protein,10.2,g
4479,Carbohydrates,29,g
4479,Fiber,4.6,g
4479,Fat,17.2,g
4479,Cholesterol,0,mg
4479,Vitamin A,391.6,mcg
4479,Vitamin B1,0.1,mg
4479,Vitamin B2,0.1,mg
4479,Vitamin B3,0.7,mg
4479,Vitamin C,16.6,mg
4479,Folic Acid,36.8,mcg
4479,Calcium,141.8,mg
4479,Iron,2.8,mg
4479,Magnesium,0,mg
4479,Phosphorus,0,mg
4479,Sodium,10.5,mg
4479,Potassium,314.3,mg
4479,Zinc,1.2,mg
4480,Energy,445,cal
4480,Protein,24.4,g
4480,Carbohydrates,9.1,g
4480,Fiber,1.1,g
4480,Fat,31.9,g
4480,Cholesterol,81.2,mg
4480,Sodium,599.8,mg
4481,Energy,244,cal
4481,Protein,6,g
4481,Carbohydrates,21.9,g
4481,Fiber,3.6,g
4481,Fat,15.4,g
4481,Cholesterol,0,mg
4481,Vitamin A,408.6,mcg
4481,Vitamin B1,0.1,mg
4481,Vitamin B2,0.1,mg
4481,Vitamin B3,0.2,mg
4481,Vitamin C,28.4,mg
4481,Folic Acid,24.4,mcg
4481,Calcium,77.6,mg
4481,Iron,2,mg
4481,Magnesium,0,mg
4481,Phosphorus,0,mg
4481,Sodium,7.7,mg
4481,Potassium,262.4,mg
4481,Zinc,1,mg
4482,Energy,159,cal
4482,Protein,17.7,g
4482,Carbohydrates,18,g
4482,Fiber,4.1,g
4482,Fat,6.8,g
4482,Cholesterol,24.3,mg
4482,Sodium,447.1,mg
4483,Energy,159,cal
4483,Protein,17.7,g
4483,Carbohydrates,18,g
4483,Fiber,4.1,g
4483,Fat,6.8,g
4483,Cholesterol,24.3,mg
4483,Sodium,447.1,mg
4484,Energy,159,cal
4484,Protein,17.7,g
4484,Carbohydrates,18,g
4484,Fiber,4.1,g
4484,Fat,6.8,g
4484,Cholesterol,24.3,mg
4484,Sodium,447.1,mg
4485,Energy,159,cal
4485,Protein,17.7,g
4485,Carbohydrates,18,g
4485,Fiber,4.1,g
4485,Fat,6.8,g
4485,Cholesterol,24.3,mg
4485,Sodium,447.1,mg
4486,Energy,26,cal
4486,Protein,0.7,g
4486,Carbohydrates,1.4,g
4486,Fiber,0.1,g
4486,Fat,1.6,g
4486,Cholesterol,4.4,mg
4486,Sodium,10,mg
4488,Energy,309,cal
4488,Protein,9.6,g
4488,Carbohydrates,28.8,g
4488,Fiber,1.7,g
4488,Fat,13.7,g
4488,Cholesterol,32,mg
4488,Sodium,39.1,mg
4489,Energy,8,cal
4489,Protein,0.1,g
4489,Carbohydrates,0.9,g
4489,Fiber,0.2,g
4489,Fat,0.5,g
4489,Cholesterol,0,mg
4489,Sodium,1.4,mg
4490,Energy,8,cal
4490,Protein,0.1,g
