recipe_id,key,value,unit
1024,Calcium,4,mg
1024,Iron,0.3,mg
1024,Magnesium,0,mg
1024,Phosphorus,0,mg
1024,Sodium,49.6,mg
1024,Potassium,1.6,mg
1024,Zinc,0.5,mg
1025,Energy,150,cal
1025,Protein,3.4,g
1025,Carbohydrates,23.8,g
1025,Fiber,2.5,g
1025,Fat,6.2,g
1025,Cholesterol,0,mg
1025,Vitamin A,256.7,mcg
1025,Vitamin B1,0.1,mg
1025,Vitamin B2,0.1,mg
1025,Vitamin B3,0.1,mg
1025,Vitamin C,5.9,mg
1025,Folic Acid,22.8,mcg
1025,Calcium,7.9,mg
1025,Iron,0.4,mg
1025,Magnesium,0,mg
1025,Phosphorus,0,mg
1025,Sodium,67.4,mg
1025,Potassium,177.4,mg
1025,Zinc,0.4,mg
1026,Energy,150,cal
1026,Protein,3.4,g
1026,Carbohydrates,23.8,g
1026,Fiber,2.5,g
1026,Fat,6.2,g
1026,Cholesterol,0,mg
1026,Vitamin A,256.7,mcg
1026,Vitamin B1,0.1,mg
1026,Vitamin B2,0.1,mg
1026,Vitamin B3,0.1,mg
1026,Vitamin C,5.9,mg
1026,Folic Acid,22.8,mcg
1026,Calcium,7.9,mg
1026,Iron,0.4,mg
1026,Magnesium,0,mg
1026,Phosphorus,0,mg
1026,Sodium,67.4,mg
1026,Potassium,177.4,mg
1026,Zinc,0.4,mg
1027,Energy,150,cal
1027,Protein,3.4,g
1027,Carbohydrates,23.8,g
1027,Fiber,2.5,g
1027,Fat,6.2,g
1027,Cholesterol,0,mg
1027,Vitamin A,256.7,mcg
1027,Vitamin B1,0.1,mg
1027,Vitamin B2,0.1,mg
1027,Vitamin B3,0.1,mg
1027,Vitamin C,5.9,mg
1027,Folic Acid,22.8,mcg
1027,Calcium,7.9,mg
1027,Iron,0.4,mg
1027,Magnesium,0,mg
1027,Phosphorus,0,mg
1027,Sodium,67.4,mg
1027,Potassium,177.4,mg
1027,Zinc,0.4,mg
1029,Energy,91,cal
1029,Protein,0.2,g
1029,Carbohydrates,13.5,g
1029,Fiber,0,g
1029,Fat,4.1,g
1029,Cholesterol,4.3,mg
1029,Sodium,17.1,mg
1030,Energy,45,cal
1030,Protein,0,g
1030,Carbohydrates,0.3,g
1030,Fiber,0,g
1030,Fat,4.9,g
1030,Cholesterol,0,mg
1030,Vitamin A,192.2,mcg
1030,Vitamin B1,0,mg
1030,Vitamin B2,0,mg
1030,Vitamin B3,0,mg
1030,Vitamin C,0,mg
1030,Folic Acid,0.3,mcg
1030,Calcium,0,mg
1030,Iron,0,mg
1030,Magnesium,0,mg
1030,Phosphorus,0,mg
1030,Sodium,49.6,mg
1030,Potassium,3.3,mg
1030,Zinc,0,mg
1031,Energy,45,cal
1031,Protein,0,g
1031,Carbohydrates,0.3,g
1031,Fiber,0,g
1031,Fat,4.9,g
1031,Cholesterol,0,mg
1031,Vitamin A,192.2,mcg
1031,Vitamin B1,0,mg
1031,Vitamin B2,0,mg
1031,Vitamin B3,0,mg
1031,Vitamin C,0,mg
1031,Folic Acid,0.3,mcg
1031,Calcium,0,mg
1031,Iron,0,mg
1031,Magnesium,0,mg
1031,Phosphorus,0,mg
1031,Sodium,49.6,mg
1031,Potassium,3.3,mg
1031,Zinc,0,mg
1032,Energy,50,cal
1032,Protein,0.3,g
1032,Carbohydrates,1.2,g
1032,Fiber,0.5,g
1032,Fat,4.9,g
1032,Cholesterol,0,mg
1032,Vitamin A,227.9,mcg
1032,Vitamin B1,0,mg
1032,Vitamin B2,0,mg
1032,Vitamin B3,0,mg
1032,Vitamin C,17.4,mg
1032,Folic Acid,3.4,mcg
1032,Calcium,10.3,mg
1032,Iron,0.2,mg
1032,Magnesium,0,mg
1032,Phosphorus,0,mg
1032,Sodium,49.9,mg
1032,Potassium,27.5,mg
1032,Zinc,0.1,mg
1033,Energy,27,cal
1033,Protein,0.9,g
1033,Carbohydrates,2.7,g
1033,Fiber,1.4,g
1033,Fat,1.4,g
1033,Cholesterol,0,mg
1033,Vitamin A,86.1,mcg
1033,Vitamin B1,0.1,mg
1033,Vitamin B2,0,mg
1033,Vitamin B3,0.2,mg
1033,Vitamin C,61,mg
1033,Folic Acid,9.4,mcg
1033,Calcium,20.1,mg
1033,Iron,0.4,mg
1033,Magnesium,0,mg
1033,Phosphorus,0,mg
1033,Sodium,0,mg
1033,Potassium,13.5,mg
1033,Zinc,0.1,mg
1034,Energy,119,cal
1034,Protein,4.9,g
1034,Carbohydrates,7.6,g
1034,Fiber,1.9,g
1034,Fat,7.6,g
1034,Cholesterol,10.6,mg
1034,Sodium,95.6,mg
1035,Energy,49,cal
1035,Protein,1,g
1035,Carbohydrates,5.3,g
1035,Fiber,2.2,g
1035,Fat,2.6,g
1035,Cholesterol,0,mg
1035,Sodium,15.3,mg
1036,Energy,49,cal
1036,Protein,0.9,g
1036,Carbohydrates,10.6,g
1036,Fiber,0.5,g
1036,Fat,0.2,g
1036,Cholesterol,0,mg
1036,Sodium,1.7,mg
1037,Energy,159,cal
1037,Protein,4,g
1037,Carbohydrates,11.2,g
1037,Fiber,4.5,g
1037,Fat,10.9,g
1037,Cholesterol,0,mg
1037,Sodium,22.3,mg
1038,Energy,75,cal
1038,Protein,1.5,g
1038,Carbohydrates,5.5,g
1038,Fiber,3.1,g
1038,Fat,5.2,g
1038,Cholesterol,0,mg
1038,Sodium,20,mg
1039,Energy,75,cal
1039,Protein,1.5,g
1039,Carbohydrates,5.5,g
1039,Fiber,3.1,g
1039,Fat,5.2,g
1039,Cholesterol,0,mg
1039,Sodium,20,mg
1040,Energy,75,cal
1040,Protein,1.5,g
1040,Carbohydrates,5.5,g
1040,Fiber,3.1,g
1040,Fat,5.2,g
1040,Cholesterol,0,mg
1040,Sodium,20,mg
1041,Energy,127,cal
1041,Protein,1.5,g
1041,Carbohydrates,12.5,g
1041,Fiber,2.6,g
1041,Fat,7.8,g
1041,Cholesterol,0.1,mg
1041,Sodium,13,mg
1042,Energy,105,cal
1042,Protein,3.3,g
1042,Carbohydrates,11.9,g
1042,Fiber,1.8,g
1042,Fat,3.7,g
1042,Cholesterol,0,mg
1042,Vitamin A,241.8,mcg
1042,Vitamin B1,0,mg
1042,Vitamin B2,0.1,mg
1042,Vitamin B3,0.3,mg
1042,Vitamin C,51.9,mg
1042,Folic Acid,13.3,mcg
1042,Calcium,141.9,mg
1042,Iron,0.7,mg
1042,Magnesium,0,mg
1042,Phosphorus,0,mg
1042,Sodium,12.2,mg
1042,Potassium,54.3,mg
1042,Zinc,0.2,mg
1043,Energy,105,cal
1043,Protein,3.3,g
1043,Carbohydrates,11.9,g
1043,Fiber,1.8,g
1043,Fat,3.7,g
1043,Cholesterol,0,mg
1043,Vitamin A,241.8,mcg
1043,Vitamin B1,0,mg
1043,Vitamin B2,0.1,mg
1043,Vitamin B3,0.3,mg
1043,Vitamin C,51.9,mg
1043,Folic Acid,13.3,mcg
1043,Calcium,141.9,mg
1043,Iron,0.7,mg
1043,Magnesium,0,mg
1043,Phosphorus,0,mg
1043,Sodium,12.2,mg
1043,Potassium,54.3,mg
1043,Zinc,0.2,mg
1044,Energy,137,cal
1044,Protein,7.4,g
1044,Carbohydrates,18.4,g
1044,Fiber,3.9,g
1044,Fat,3.7,g
1044,Cholesterol,0,mg
1044,Sodium,19.3,mg
1045,Energy,90,cal
1045,Protein,2.8,g
1045,Carbohydrates,16.5,g
1045,Fiber,2.8,g
1045,Fat,1.8,g
1045,Cholesterol,0,mg
1045,Sodium,134.4,mg
1046,Energy,224,cal
1046,Protein,7.4,g
1046,Carbohydrates,24,g
1046,Fiber,0.6,g
1046,Fat,10.9,g
1046,Cholesterol,12.5,mg
1046,Sodium,45.9,mg
1047,Energy,224,cal
1047,Protein,7.4,g
1047,Carbohydrates,24,g
1047,Fiber,0.6,g
1047,Fat,10.9,g
1047,Cholesterol,12.5,mg
1047,Sodium,45.9,mg
1048,Energy,224,cal
1048,Protein,7.4,g
1048,Carbohydrates,24,g
1048,Fiber,0.6,g
1048,Fat,10.9,g
1048,Cholesterol,12.5,mg
1048,Sodium,45.9,mg
1049,Energy,60,cal
1049,Protein,2.1,g
1049,Carbohydrates,11.3,g
1049,Fiber,0.1,g
1049,Fat,0.8,g
1049,Cholesterol,0,mg
1049,Sodium,0.8,mg
1052,Energy,100,cal
1052,Protein,3.9,g
1052,Carbohydrates,19.9,g
1052,Fiber,3.6,g
1052,Fat,0.9,g
1052,Cholesterol,0,mg
1052,Sodium,11,mg
1053,Energy,100,cal
1053,Protein,3.9,g
1053,Carbohydrates,19.9,g
1053,Fiber,3.6,g
1053,Fat,0.9,g
1053,Cholesterol,0,mg
1053,Sodium,11,mg
1054,Energy,278,cal
1054,Protein,13.5,g
1054,Carbohydrates,35.9,g
1054,Fiber,9.3,g
1054,Fat,8.2,g
1054,Cholesterol,5.3,mg
1054,Sodium,51.7,mg
1055,Energy,129,cal
1055,Protein,2.4,g
1055,Carbohydrates,5.8,g
1055,Fiber,3.8,g
1055,Fat,10.7,g
1055,Cholesterol,0,mg
1055,Sodium,7.2,mg
1056,Energy,129,cal
1056,Protein,2.4,g
1056,Carbohydrates,5.8,g
1056,Fiber,3.8,g
1056,Fat,10.7,g
1056,Cholesterol,0,mg
1056,Sodium,7.2,mg
1057,Energy,146,cal
1057,Protein,4.6,g
1057,Carbohydrates,26.4,g
1057,Fiber,4.1,g
1057,Fat,2.4,g
1057,Cholesterol,0,mg
1057,Sodium,16.3,mg
1058,Energy,347,cal
1058,Protein,7,g
1058,Carbohydrates,47.6,g
1058,Fiber,6.1,g
1058,Fat,13.7,g
1058,Cholesterol,4,mg
1058,Sodium,16.7,mg
1059,Energy,97,cal
1059,Protein,1.9,g
1059,Carbohydrates,12.3,g
1059,Fiber,1.8,g
1059,Fat,4.5,g
1059,Cholesterol,0,mg
1059,Sodium,3.1,mg
1060,Energy,41,cal
1060,Protein,1.1,g
1060,Carbohydrates,4.2,g
1060,Fiber,1.8,g
1060,Fat,2.1,g
1060,Cholesterol,0,mg
1060,Sodium,11.1,mg
1061,Energy,41,cal
1061,Protein,1.1,g
1061,Carbohydrates,4.2,g
1061,Fiber,1.8,g
1061,Fat,2.1,g
1061,Cholesterol,0,mg
1061,Sodium,11.1,mg
1063,Energy,64,cal
1063,Protein,2.6,g
1063,Carbohydrates,7.4,g
1063,Fiber,3.4,g
1063,Fat,2.6,g
1063,Cholesterol,0,mg
1063,Sodium,13.5,mg
1064,Energy,211,kcal
1064,Protein,9,gm
1064,Carbohydrate,36.9,gm
1064,Fat,3,gm
1064,Vitamin C,37.2,mg
1064,Calcium,35.1,mg
1064,Iron,1.5,mg
1064,Folic Acid,48,mcg
1064,Fibre,4.1,gm
1065,Energy,148,cal
1065,Protein,3.6,g
1065,Carbohydrates,21.6,g
1065,Fiber,2.6,g
1065,Fat,5.1,g
1065,Cholesterol,1.2,mg
1065,Sodium,9.2,mg
1066,Energy,148,cal
1066,Protein,3.6,g
1066,Carbohydrates,21.6,g
1066,Fiber,2.6,g
1066,Fat,5.1,g
1066,Cholesterol,1.2,mg
1066,Sodium,9.2,mg
1067,Energy,167,cal
1067,Protein,5.8,g
1067,Carbohydrates,16.2,g
1067,Fiber,5.6,g
1067,Fat,8.7,g
1067,Cholesterol,0,mg
1067,Vitamin A,399.9,mcg
1067,Vitamin B1,0.1,mg
1067,Vitamin B2,0.1,mg
1067,Vitamin B3,0.8,mg
1067,Vitamin C,105.9,mg
1067,Folic Acid,49.1,mcg
1067,Calcium,49,mg
1067,Iron,1.8,mg
1067,Magnesium,0,mg
1067,Phosphorus,0,mg
1067,Sodium,16.8,mg
1067,Potassium,155.3,mg
1067,Zinc,0.6,mg
1068,Energy,36,cal
1068,Protein,1.4,g
1068,Carbohydrates,4.1,g
1068,Fiber,1.1,g
1068,Fat,1.6,g
1068,Cholesterol,0,mg
1068,Sodium,5.7,mg
1069,Energy,36,cal
1069,Protein,1.4,g
1069,Carbohydrates,4.1,g
1069,Fiber,1.1,g
1069,Fat,1.6,g
1069,Cholesterol,0,mg
1069,Sodium,5.7,mg
1070,Energy,71,cal
1070,Protein,1.7,g
1070,Carbohydrates,4.4,g
1070,Fiber,2.4,g
1070,Fat,5.1,g
1070,Cholesterol,0,mg
1070,Sodium,15.2,mg
1071,Energy,220,cal
1071,Protein,8.3,g
1071,Carbohydrates,36.2,g
1071,Fiber,6.5,g
1071,Fat,4.6,g
1071,Cholesterol,0,mg
1071,Sodium,31,mg
1072,Energy,171,cal
1072,Protein,3,g
1072,Carbohydrates,28.4,g
1072,Fiber,2.3,g
1072,Fat,5.1,g
1072,Cholesterol,0,mg
1072,Vitamin A,241.7,mcg
1072,Vitamin B1,0.1,mg
1072,Vitamin B2,0.1,mg
1072,Vitamin B3,0.8,mg
1072,Vitamin C,44.1,mg
1072,Folic Acid,10.6,mcg
1072,Calcium,23.2,mg
1072,Iron,0.6,mg
1072,Magnesium,0,mg
1072,Phosphorus,0,mg
1072,Sodium,50.2,mg
1072,Potassium,22.5,mg
1072,Zinc,0.6,mg
1073,Energy,217,cal
1073,Protein,4.5,g
1073,Carbohydrates,35.5,g
1073,Fiber,2.2,g
1073,Fat,6.4,g
1073,Cholesterol,0,mg
1073,Vitamin A,243.6,mcg
1073,Vitamin B1,0.1,mg
1073,Vitamin B2,0,mg
1073,Vitamin B3,0.9,mg
1073,Vitamin C,21.8,mg
1073,Folic Acid,6.2,mcg
1073,Calcium,51.9,mg
1073,Iron,0.6,mg
1073,Magnesium,0,mg
1073,Phosphorus,0,mg
1073,Sodium,49.9,mg
1073,Potassium,11.1,mg
1073,Zinc,0.6,mg
1074,Energy,141,cal
1074,Protein,2.9,g
1074,Carbohydrates,16.3,g
1074,Fiber,1.5,g
1074,Fat,7.1,g
1074,Cholesterol,19.5,mg
1074,Sodium,109.9,mg
1075,Energy,141,cal
1075,Protein,2.9,g
1075,Carbohydrates,16.3,g
1075,Fiber,1.5,g
1075,Fat,7.1,g
1075,Cholesterol,19.5,mg
1075,Sodium,109.9,mg
1076,Energy,58,cal
1076,Protein,1.7,g
1076,Carbohydrates,6.6,g
1076,Fiber,2.6,g
1076,Fat,2.7,g
1076,Cholesterol,0,mg
1076,Sodium,16.7,mg
1077,Energy,58,cal
1077,Protein,1.7,g
1077,Carbohydrates,6.6,g
1077,Fiber,2.6,g
1077,Fat,2.7,g
1077,Cholesterol,0,mg
1077,Sodium,16.7,mg
1078,Energy,113,cal
1078,Protein,1.4,g
1078,Carbohydrates,3.7,g
1078,Fiber,2.6,g
1078,Fat,10.2,g
1078,Cholesterol,0,mg
1078,Sodium,13.2,mg
1079,Energy,20,cal
1079,Protein,0.7,g
1079,Carbohydrates,2.5,g
1079,Fiber,0.6,g
1079,Fat,0.8,g
1079,Cholesterol,0,mg
1079,Sodium,2.7,mg
1080,Energy,82,cal
1080,Protein,2.4,g
1080,Carbohydrates,8.1,g
1080,Fiber,3,g
1080,Fat,4.4,g
1080,Cholesterol,0,mg
1080,Sodium,14.4,mg
1081,Energy,71,cal
1081,Protein,2.6,g
1081,Carbohydrates,8,g
1081,Fiber,2.2,g
1081,Fat,3.2,g
1081,Cholesterol,0,mg
1081,Sodium,11.2,mg
1082,Energy,83,cal
1082,Protein,3.6,g
1082,Carbohydrates,8.4,g
1082,Fiber,4.7,g
1082,Fat,3.8,g
1082,Cholesterol,0,mg
1082,Sodium,13.8,mg
1083,Energy,141,cal
1083,Protein,1.4,g
1083,Carbohydrates,16,g
1083,Fiber,4.3,g
1083,Fat,8.1,g
1083,Cholesterol,0,mg
1083,Vitamin A,496.8,mcg
1083,Vitamin B1,0.1,mg
1083,Vitamin B2,0.1,mg
1083,Vitamin B3,0.3,mg
1083,Vitamin C,55.2,mg
1083,Folic Acid,9.6,mcg
1083,Calcium,71.4,mg
1083,Iron,2.2,mg
1083,Magnesium,0,mg
1083,Phosphorus,0,mg
1083,Sodium,39.2,mg
1083,Potassium,90.6,mg
1083,Zinc,0.3,mg
1084,Amount,136,gm.
1084,Energy,94,kcal.
1084,Fat,2.7,gm.
1084,Fibre,1.9,gm.
1084,Carbohydrate,16.2,gm.
1084,Protein,2.4,gm.
1085,Energy,29,cal
1085,Protein,1,g
1085,Carbohydrates,6,g
1085,Fiber,1.9,g
1085,Fat,0.1,g
1085,Cholesterol,0,mg
1085,Sodium,19.2,mg
1086,Energy,29,cal
1086,Protein,1,g
1086,Carbohydrates,6,g
1086,Fiber,1.9,g
1086,Fat,0.1,g
1086,Cholesterol,0,mg
1086,Sodium,19.2,mg
1087,Energy,278,cal
1087,Protein,10.5,g
1087,Carbohydrates,26.6,g
1087,Fiber,1.6,g
1087,Fat,14.4,g
1087,Cholesterol,28.3,mg
1087,Sodium,227.2,mg
1088,Energy,76,calories.
1088,Protein,4,gm
1088,Carbohydrates,13.5,gm
1088,Fat,0.6,gm
1088,Vitamin C,12.8,mg
1088,Iron,1.1,mg
1088,Fibre,1,gm
1089,Energy,181,cal
1089,Protein,5.1,g
1089,Carbohydrates,27,g
1089,Fiber,0.2,g
1089,Fat,4.8,g
1089,Cholesterol,6.9,mg
1089,Sodium,9.7,mg
1090,Energy,589,cal
1090,Protein,5.5,g
1090,Carbohydrates,26.3,g
1090,Fiber,0.4,g
1090,Fat,53.3,g
1090,Cholesterol,9.5,mg
1090,Sodium,442.7,mg
1091,Energy,589,cal
1091,Protein,5.5,g
1091,Carbohydrates,26.3,g
1091,Fiber,0.4,g
1091,Fat,53.3,g
1091,Cholesterol,9.5,mg
1091,Sodium,442.7,mg
1092,Energy,589,cal
1092,Protein,5.5,g
1092,Carbohydrates,26.3,g
1092,Fiber,0.4,g
1092,Fat,53.3,g
1092,Cholesterol,9.5,mg
1092,Sodium,442.7,mg
1093,Energy,589,cal
1093,Protein,5.5,g
1093,Carbohydrates,26.3,g
1093,Fiber,0.4,g
1093,Fat,53.3,g
1093,Cholesterol,9.5,mg
1093,Sodium,442.7,mg
1094,Energy,41,cal
1094,Protein,0.7,g
1094,Carbohydrates,4.8,g
1094,Fiber,0,g
1094,Fat,2.9,g
1094,Cholesterol,0.5,mg
1094,Sodium,0.8,mg
1095,Energy,41,cal
1095,Protein,0.7,g
1095,Carbohydrates,4.8,g
1095,Fiber,0,g
1095,Fat,2.9,g
1095,Cholesterol,0.5,mg
1095,Sodium,0.8,mg
1096,Energy,41,cal
1096,Protein,0.7,g
1096,Carbohydrates,4.8,g
1096,Fiber,0,g
1096,Fat,2.9,g
1096,Cholesterol,0.5,mg
1096,Sodium,0.8,mg
1097,Energy,41,cal
1097,Protein,0.7,g
1097,Carbohydrates,4.8,g
1097,Fiber,0,g
1097,Fat,2.9,g
1097,Cholesterol,0.5,mg
1097,Sodium,0.8,mg
1098,Energy,41,cal
1098,Protein,0.7,g
1098,Carbohydrates,4.8,g
1098,Fiber,0,g
1098,Fat,2.9,g
1098,Cholesterol,0.5,mg
1098,Sodium,0.8,mg
1099,Energy,41,cal
1099,Protein,0.7,g
1099,Carbohydrates,4.8,g
1099,Fiber,0,g
1099,Fat,2.9,g
1099,Cholesterol,0.5,mg
1099,Sodium,0.8,mg
1100,Energy,156,cal
1100,Protein,2.7,g
1100,Carbohydrates,26.2,g
1100,Fiber,0.2,g
1100,Fat,4.4,g
1100,Cholesterol,11,mg
1100,Sodium,176.2,mg
1101,Energy,34,cal
1101,Protein,0.7,g
1101,Carbohydrates,2.2,g
1101,Fiber,0.7,g
1101,Fat,2.6,g
1101,Cholesterol,0,mg
1101,Sodium,2.3,mg
1102,Energy,43,cal
1102,Protein,0.5,g
1102,Carbohydrates,1.9,g
1102,Fiber,0.5,g
1102,Fat,3.8,g
1102,Cholesterol,0,mg
1102,Vitamin A,85,mcg
1102,Vitamin B1,0.1,mg
1102,Vitamin B2,0,mg
1102,Vitamin B3,0,mg
1102,Vitamin C,17.3,mg
1102,Folic Acid,0.5,mcg
1102,Calcium,4.7,mg
1102,Iron,0.1,mg
1102,Magnesium,0,mg
1102,Phosphorus,0,mg
1102,Sodium,0.3,mg
1102,Potassium,9.5,mg
1102,Zinc,0,mg
1103,Energy,43,cal
1103,Protein,0.5,g
1103,Carbohydrates,1.9,g
1103,Fiber,0.5,g
1103,Fat,3.8,g
1103,Cholesterol,0,mg
1103,Vitamin A,85,mcg
1103,Vitamin B1,0.1,mg
1103,Vitamin B2,0,mg
1103,Vitamin B3,0,mg
1103,Vitamin C,17.3,mg
1103,Folic Acid,0.5,mcg
1103,Calcium,4.7,mg
1103,Iron,0.1,mg
1103,Magnesium,0,mg
1103,Phosphorus,0,mg
1103,Sodium,0.3,mg
1103,Potassium,9.5,mg
1103,Zinc,0,mg
1104,Energy,59,cal
1104,Protein,1.2,g
1104,Carbohydrates,2.7,g
1104,Fiber,0.9,g
1104,Fat,5.1,g
1104,Cholesterol,0,mg
1104,Vitamin A,243.2,mcg
1104,Vitamin B1,0.1,mg
1104,Vitamin B2,0.2,mg
1104,Vitamin B3,2,mg
1104,Vitamin C,18.1,mg
1104,Folic Acid,10.1,mcg
1104,Calcium,3.6,mg
1104,Iron,0.7,mg
1104,Magnesium,0,mg
1104,Phosphorus,0,mg
1104,Sodium,51.5,mg
1104,Potassium,179.2,mg
1104,Zinc,0.4,mg
1105,Energy,35,cal
1105,Protein,0.5,g
1105,Carbohydrates,1.4,g
1105,Fiber,0.7,g
1105,Fat,3,g
1105,Cholesterol,0,mg
1105,Sodium,1.3,mg
1106,Energy,116,cal
1106,Protein,2.2,g
1106,Carbohydrates,6.3,g
1106,Fiber,3.5,g
1106,Fat,9,g
1106,Cholesterol,0,mg
1106,Vitamin A,544.9,mcg
1106,Vitamin B1,0.6,mg
1106,Vitamin B2,0.1,mg
1106,Vitamin B3,0.2,mg
1106,Vitamin C,155.4,mg
1106,Folic Acid,1.5,mcg
1106,Calcium,33.1,mg
1106,Iron,0.8,mg
1106,Magnesium,0,mg
1106,Phosphorus,0,mg
1106,Sodium,1.9,mg
1106,Potassium,9,mg
1106,Zinc,0.1,mg
1107,Energy,238,cal
1107,Protein,3.7,g
1107,Carbohydrates,26.1,g
1107,Fiber,2.7,g
1107,Fat,13.4,g
1107,Cholesterol,0,mg
1107,Sodium,3.3,mg
1108,Energy,173,cal
1108,Protein,2,g
1108,Carbohydrates,24.6,g
1108,Fiber,0,g
1108,Fat,7.4,g
1108,Cholesterol,0,mg
1108,Vitamin A,272.7,mcg
1108,Vitamin B1,0,mg
1108,Vitamin B2,0,mg
1108,Vitamin B3,0.3,mg
1108,Vitamin C,0,mg
1108,Folic Acid,3.1,mcg
1108,Calcium,7.5,mg
1108,Iron,0.4,mg
1108,Magnesium,0,mg
1108,Phosphorus,0,mg
1108,Sodium,60.7,mg
1108,Potassium,21.6,mg
1108,Zinc,0.1,mg
1109,Energy,173,cal
1109,Protein,2,g
1109,Carbohydrates,24.6,g
1109,Fiber,0,g
1109,Fat,7.4,g
1109,Cholesterol,0,mg
1109,Vitamin A,272.7,mcg
1109,Vitamin B1,0,mg
1109,Vitamin B2,0,mg
1109,Vitamin B3,0.3,mg
1109,Vitamin C,0,mg
1109,Folic Acid,3.1,mcg
1109,Calcium,7.5,mg
1109,Iron,0.4,mg
1109,Magnesium,0,mg
1109,Phosphorus,0,mg
1109,Sodium,60.7,mg
1109,Potassium,21.6,mg
1109,Zinc,0.1,mg
1110,Energy,173,cal
1110,Protein,2,g
1110,Carbohydrates,24.6,g
1110,Fiber,0,g
1110,Fat,7.4,g
1110,Cholesterol,0,mg
1110,Vitamin A,272.7,mcg
1110,Vitamin B1,0,mg
1110,Vitamin B2,0,mg
1110,Vitamin B3,0.3,mg
1110,Vitamin C,0,mg
1110,Folic Acid,3.1,mcg
1110,Calcium,7.5,mg
1110,Iron,0.4,mg
1110,Magnesium,0,mg
1110,Phosphorus,0,mg
1110,Sodium,60.7,mg
1110,Potassium,21.6,mg
1110,Zinc,0.1,mg
1111,Energy,389,cal
1111,Protein,8.9,g
1111,Carbohydrates,59.5,g
1111,Fiber,0,g
1111,Fat,11.2,g
1111,Cholesterol,13.3,mg
1111,Sodium,100.8,mg
1112,Energy,212,cal
1112,Protein,2.4,g
1112,Carbohydrates,37.7,g
1112,Fiber,2.6,g
1112,Fat,5.7,g
1112,Cholesterol,0,mg
1112,Vitamin A,211.8,mcg
1112,Vitamin B1,0.1,mg
1112,Vitamin B2,0,mg
1112,Vitamin B3,0.4,mg
1112,Vitamin C,0,mg
1112,Folic Acid,4.4,mcg
1112,Calcium,2.2,mg
1112,Iron,0.5,mg
1112,Magnesium,0,mg
1112,Phosphorus,0,mg
1112,Sodium,53.1,mg
1112,Potassium,64.5,mg
1112,Zinc,0.6,mg
1113,Energy,341,cal
1113,Protein,7,g
1113,Carbohydrates,40.2,g
1113,Fiber,0.7,g
1113,Fat,15.4,g
1113,Cholesterol,16.4,mg
1113,Sodium,34.4,mg
1114,Energy,92,cal
1114,Protein,1.2,g
1114,Carbohydrates,11.5,g
1114,Fiber,0,g
1114,Fat,4.6,g
1114,Cholesterol,10.1,mg
1114,Sodium,52.8,mg
1115,Energy,104,cal
1115,Protein,2.9,g
1115,Carbohydrates,13,g
1115,Fiber,0,g
1115,Fat,4.5,g
1115,Cholesterol,4.5,mg
1115,Sodium,15.4,mg
1116,Energy,104,cal
1116,Protein,2.9,g
1116,Carbohydrates,13,g
1116,Fiber,0,g
1116,Fat,4.5,g
1116,Cholesterol,4.5,mg
1116,Sodium,15.4,mg
1117,Energy,104,cal
1117,Protein,2.9,g
1117,Carbohydrates,13,g
1117,Fiber,0,g
1117,Fat,4.5,g
1117,Cholesterol,4.5,mg
1117,Sodium,15.4,mg
1118,Energy,104,cal
1118,Protein,2.9,g
1118,Carbohydrates,13,g
1118,Fiber,0,g
1118,Fat,4.5,g
1118,Cholesterol,4.5,mg
1118,Sodium,15.4,mg
1119,Energy,112,cal
1119,Protein,0.5,g
1119,Carbohydrates,16.3,g
1119,Fiber,0.7,g
1119,Fat,5,g
1119,Cholesterol,15,mg
1119,Sodium,64.2,mg
1120,Energy,590,cal
1120,Protein,12.1,g
1120,Carbohydrates,48.2,g
1120,Fiber,0.8,g
1120,Fat,38.7,g
1120,Cholesterol,29.1,mg
1120,Vitamin A,479.3,mcg
1120,Vitamin B1,0.1,mg
1120,Vitamin B2,0.1,mg
1120,Vitamin B3,1.5,mg
1120,Vitamin C,13.2,mg
1120,Folic Acid,8.8,mcg
1120,Calcium,243.2,mg
1120,Iron,2,mg
1120,Magnesium,0,mg
1120,Phosphorus,0,mg
1120,Sodium,302.8,mg
1120,Potassium,227.6,mg
1120,Zinc,1.3,mg
1121,Energy,391,cal
1121,Protein,7,g
1121,Carbohydrates,42.3,g
1121,Fiber,0.5,g
1121,Fat,21.4,g
1121,Cholesterol,0,mg
1121,Vitamin A,449,mcg
1121,Vitamin B1,0.1,mg
1121,Vitamin B2,0,mg
1121,Vitamin B3,1.2,mg
1121,Vitamin C,6.7,mg
1121,Folic Acid,3.9,mcg
1121,Calcium,96.8,mg
1121,Iron,1.6,mg
1121,Magnesium,0,mg
1121,Phosphorus,0,mg
1121,Sodium,87.8,mg
1121,Potassium,137.4,mg
1121,Zinc,0.2,mg
1122,Energy,391,cal
1122,Protein,7,g
1122,Carbohydrates,42.3,g
1122,Fiber,0.5,g
1122,Fat,21.4,g
1122,Cholesterol,0,mg
1122,Vitamin A,449,mcg
1122,Vitamin B1,0.1,mg
1122,Vitamin B2,0,mg
1122,Vitamin B3,1.2,mg
1122,Vitamin C,6.7,mg
1122,Folic Acid,3.9,mcg
1122,Calcium,96.8,mg
1122,Iron,1.6,mg
1122,Magnesium,0,mg
1122,Phosphorus,0,mg
1122,Sodium,87.8,mg
1122,Potassium,137.4,mg
1122,Zinc,0.2,mg
1123,Energy,391,cal
